time;V(/VoutN)1;V(/VoutP)1;V(/BiasOut)1;a
0,823603;0,362238;-0,37297;-0,0258767;
0,823613;0,365947;-0,376646;-0,0261376;
0,823623;0,369639;-0,380305;-0,0263973;
0,823633;0,373312;-0,383945;-0,0266559;
0,823643;0,376967;-0,387568;-0,0269134;
0,823653;0,380603;-0,391173;-0,0271697;
0,823663;0,384221;-0,39476;-0,027425;
0,823673;0,38782;-0,398329;-0,027679;
0,823683;0,391399;-0,401878;-0,0279319;
0,823693;0,39496;-0,40541;-0,0281837;
0,823703;0,398501;-0,408922;-0,0284342;
0,823713;0,402023;-0,412415;-0,0286836;
0,823723;0,405525;-0,41589;-0,0289317;
0,823733;0,409007;-0,419344;-0,0291786;
0,823743;0,412469;-0,42278;-0,0294243;
0,823753;0,41591;-0,426195;-0,0296688;
0,823763;0,419332;-0,429591;-0,029912;
0,823773;0,422732;-0,432967;-0,0301539;
0,823783;0,426113;-0,436322;-0,0303945;
0,823793;0,429472;-0,439657;-0,0306338;
0,823803;0,43281;-0,442972;-0,0308719;
0,823813;0,436127;-0,446266;-0,0311086;
0,823823;0,439423;-0,44954;-0,031344;
0,823833;0,442697;-0,452792;-0,0315781;
0,823843;0,44595;-0,456023;-0,0318108;
0,823853;0,44918;-0,459233;-0,0320422;
0,823863;0,452389;-0,462422;-0,0322722;
0,823873;0,455576;-0,465588;-0,0325008;
0,823883;0,45874;-0,468734;-0,032728;
0,823893;0,461882;-0,471857;-0,0329538;
0,823903;0,465001;-0,474958;-0,0331783;
0,823913;0,468098;-0,478037;-0,0334012;
0,823923;0,471172;-0,481094;-0,0336228;
0,823933;0,474223;-0,484128;-0,0338429;
0,823943;0,47725;-0,48714;-0,0340616;
0,823953;0,480255;-0,490129;-0,0342788;
0,823963;0,483235;-0,493095;-0,0344945;
0,823973;0,486193;-0,496038;-0,0347087;
0,823983;0,489126;-0,498958;-0,0349215;
0,823993;0,492036;-0,501854;-0,0351327;
0,824003;0,494921;-0,504727;-0,0353425;
0,824013;0,497783;-0,507577;-0,0355507;
0,824023;0,50062;-0,510403;-0,0357573;
0,824033;0,503433;-0,513204;-0,0359625;
0,824043;0,506221;-0,515982;-0,036166;
0,824053;0,508984;-0,518736;-0,036368;
0,824063;0,511723;-0,521465;-0,0365685;
0,824073;0,514437;-0,52417;-0,0367673;
0,824083;0,517126;-0,526851;-0,0369646;
0,824093;0,519789;-0,529507;-0,0371603;
0,824103;0,522427;-0,532138;-0,0373543;
0,824113;0,52504;-0,534744;-0,0375467;
0,824123;0,527627;-0,537325;-0,0377375;
0,824133;0,530188;-0,539881;-0,0379267;
0,824143;0,532723;-0,542412;-0,0381142;
0,824153;0,535233;-0,544917;-0,0383001;
0,824163;0,537716;-0,547397;-0,0384843;
0,824173;0,540174;-0,549851;-0,0386668;
0,824183;0,542605;-0,552279;-0,0388477;
0,824193;0,545009;-0,554681;-0,0390268;
0,824203;0,547387;-0,557058;-0,0392043;
0,824213;0,549738;-0,559408;-0,0393801;
0,824223;0,552063;-0,561733;-0,0395541;
0,824233;0,55436;-0,56403;-0,0397264;
0,824243;0,556631;-0,566302;-0,039897;
0,824253;0,558875;-0,568547;-0,0400659;
0,824263;0,561091;-0,570765;-0,040233;
0,824273;0,56328;-0,572956;-0,0403983;
0,824283;0,565442;-0,575121;-0,0405619;
0,824293;0,567576;-0,577259;-0,0407237;
0,824303;0,569682;-0,579369;-0,0408837;
0,824313;0,571761;-0,581453;-0,041042;
0,824323;0,573812;-0,583509;-0,0411984;
0,824333;0,575835;-0,585538;-0,0413531;
0,824343;0,57783;-0,587539;-0,041506;
0,824353;0,579797;-0,589513;-0,041657;
0,824363;0,581735;-0,591459;-0,0418062;
0,824373;0,583646;-0,593377;-0,0419536;
0,824383;0,585528;-0,595268;-0,0420991;
0,824393;0,587381;-0,597131;-0,0422428;
0,824403;0,589206;-0,598965;-0,0423847;
0,824413;0,591002;-0,600772;-0,0425247;
0,824423;0,59277;-0,60255;-0,0426628;
0,824433;0,594509;-0,6043;-0,0427991;
0,824443;0,596218;-0,606022;-0,0429335;
0,824453;0,597899;-0,607715;-0,043066;
0,824463;0,599551;-0,60938;-0,0431966;
0,824473;0,601173;-0,611016;-0,0433253;
0,824483;0,602767;-0,612624;-0,0434522;
0,824493;0,604331;-0,614202;-0,0435771;
0,824503;0,605865;-0,615752;-0,0437001;
0,824513;0,607371;-0,617273;-0,0438212;
0,824523;0,608846;-0,618765;-0,0439403;
0,824533;0,610292;-0,620228;-0,0440576;
0,824543;0,611709;-0,621662;-0,0441729;
0,824553;0,613096;-0,623067;-0,0442862;
0,824563;0,614452;-0,624442;-0,0443976;
0,824573;0,615779;-0,625788;-0,0445071;
0,824583;0,617077;-0,627105;-0,0446146;
0,824593;0,618344;-0,628392;-0,0447201;
0,824603;0,619581;-0,62965;-0,0448237;
0,824613;0,620788;-0,630878;-0,0449253;
0,824623;0,621965;-0,632077;-0,045025;
0,824633;0,623111;-0,633246;-0,0451226;
0,824643;0,624227;-0,634385;-0,0452183;
0,824653;0,625313;-0,635494;-0,0453119;
0,824663;0,626369;-0,636574;-0,0454036;
0,824673;0,627394;-0,637623;-0,0454933;
0,824683;0,628389;-0,638643;-0,045581;
0,824693;0,629353;-0,639633;-0,0456666;
0,824703;0,630287;-0,640592;-0,0457503;
0,824713;0,63119;-0,641522;-0,0458319;
0,824723;0,632062;-0,642421;-0,0459116;
0,824733;0,632903;-0,643291;-0,0459892;
0,824743;0,633714;-0,64413;-0,0460647;
0,824753;0,634494;-0,644938;-0,0461383;
0,824763;0,635244;-0,645717;-0,0462098;
0,824773;0,635962;-0,646465;-0,0462793;
0,824783;0,636649;-0,647183;-0,0463467;
0,824793;0,637306;-0,64787;-0,0464121;
0,824803;0,637932;-0,648527;-0,0464754;
0,824813;0,638526;-0,649153;-0,0465367;
0,824823;0,63909;-0,649749;-0,046596;
0,824833;0,639622;-0,650315;-0,0466532;
0,824843;0,640124;-0,65085;-0,0467083;
0,824853;0,640594;-0,651354;-0,0467614;
0,824863;0,641034;-0,651828;-0,0468124;
0,824873;0,641442;-0,652271;-0,0468613;
0,824883;0,641819;-0,652683;-0,0469082;
0,824893;0,642165;-0,653065;-0,046953;
0,824903;0,64248;-0,653416;-0,0469957;
0,824913;0,642763;-0,653736;-0,0470364;
0,824923;0,643015;-0,654026;-0,047075;
0,824933;0,643236;-0,654285;-0,0471115;
0,824943;0,643426;-0,654513;-0,0471459;
0,824953;0,643585;-0,65471;-0,0471783;
0,824963;0,643712;-0,654877;-0,0472085;
0,824973;0,643808;-0,655013;-0,0472367;
0,824983;0,643873;-0,655118;-0,0472628;
0,824993;0,643906;-0,655192;-0,0472868;
0,825003;0,643908;-0,655236;-0,0473087;
0,825013;0,643879;-0,655249;-0,0473285;
0,825023;0,643819;-0,655231;-0,0473463;
0,825033;0,643728;-0,655182;-0,0473619;
0,825043;0,643605;-0,655102;-0,0473755;
0,825053;0,643451;-0,654992;-0,047387;
0,825063;0,643265;-0,654851;-0,0473963;
0,825073;0,643049;-0,654679;-0,0474036;
0,825083;0,642801;-0,654476;-0,0474088;
0,825093;0,642522;-0,654243;-0,0474119;
0,825103;0,642212;-0,653978;-0,0474129;
0,825113;0,64187;-0,653683;-0,0474118;
0,825123;0,641498;-0,653358;-0,0474086;
0,825133;0,641094;-0,653001;-0,0474034;
0,825143;0,640659;-0,652614;-0,047396;
0,825153;0,640193;-0,652197;-0,0473865;
0,825163;0,639696;-0,651748;-0,047375;
0,825173;0,639168;-0,651269;-0,0473613;
0,825183;0,638609;-0,65076;-0,0473456;
0,825193;0,638018;-0,65022;-0,0473278;
0,825203;0,637397;-0,649649;-0,0473078;
0,825213;0,636745;-0,649048;-0,0472858;
0,825223;0,636062;-0,648416;-0,0472617;
0,825233;0,635348;-0,647754;-0,0472356;
0,825243;0,634603;-0,647061;-0,0472073;
0,825253;0,633827;-0,646338;-0,0471769;
0,825263;0,633021;-0,645585;-0,0471445;
0,825273;0,632184;-0,644801;-0,04711;
0,825283;0,631316;-0,643988;-0,0470734;
0,825293;0,630417;-0,643143;-0,0470347;
0,825303;0,629488;-0,642269;-0,046994;
0,825313;0,628528;-0,641364;-0,0469512;
0,825323;0,627538;-0,64043;-0,0469063;
0,825333;0,626517;-0,639465;-0,0468593;
0,825343;0,625466;-0,63847;-0,0468103;
0,825353;0,624384;-0,637445;-0,0467592;
0,825363;0,623272;-0,63639;-0,046706;
0,825373;0,62213;-0,635306;-0,0466508;
0,825383;0,620957;-0,634191;-0,0465936;
0,825393;0,619755;-0,633047;-0,0465342;
0,825403;0,618522;-0,631873;-0,0464728;
0,825413;0,617259;-0,630669;-0,0464094;
0,825423;0,615966;-0,629436;-0,0463439;
0,825433;0,614643;-0,628173;-0,0462764;
0,825443;0,613291;-0,626881;-0,0462069;
0,825453;0,611908;-0,625559;-0,0461353;
0,825463;0,610496;-0,624208;-0,0460616;
0,825473;0,609054;-0,622828;-0,045986;
0,825483;0,607583;-0,621418;-0,0459083;
0,825493;0,606082;-0,619979;-0,0458286;
0,825503;0,604551;-0,618511;-0,0457469;
0,825513;0,602991;-0,617014;-0,0456631;
0,825523;0,601402;-0,615488;-0,0455774;
0,825533;0,599784;-0,613933;-0,0454896;
0,825543;0,598136;-0,61235;-0,0453998;
0,825553;0,596459;-0,610737;-0,0453081;
0,825563;0,594754;-0,609096;-0,0452143;
0,825573;0,593019;-0,607427;-0,0451186;
0,825583;0,591256;-0,605728;-0,0450209;
0,825593;0,589463;-0,604002;-0,0449211;
0,825603;0,587643;-0,602247;-0,0448195;
0,825613;0,585793;-0,600464;-0,0447158;
0,825623;0,583915;-0,598653;-0,0446102;
0,825633;0,582009;-0,596813;-0,0445026;
0,825643;0,580074;-0,594946;-0,044393;
0,825653;0,578111;-0,59305;-0,0442816;
0,825663;0,57612;-0,591127;-0,0441681;
0,825673;0,574101;-0,589176;-0,0440527;
0,825683;0,572054;-0,587198;-0,0439354;
0,825693;0,569979;-0,585192;-0,0438162;
0,825703;0,567877;-0,583158;-0,043695;
0,825713;0,565747;-0,581098;-0,0435719;
0,825723;0,563589;-0,57901;-0,0434469;
0,825733;0,561404;-0,576894;-0,04332;
0,825743;0,559191;-0,574752;-0,0431912;
0,825753;0,556951;-0,572583;-0,0430605;
0,825763;0,554685;-0,570387;-0,0429279;
0,825773;0,552391;-0,568164;-0,0427935;
0,825783;0,55007;-0,565915;-0,0426571;
0,825793;0,547722;-0,563639;-0,0425189;
0,825803;0,545348;-0,561336;-0,0423788;
0,825813;0,542947;-0,559008;-0,0422369;
0,825823;0,54052;-0,556653;-0,0420931;
0,825833;0,538067;-0,554272;-0,0419475;
0,825843;0,535587;-0,551865;-0,0418;
0,825853;0,533081;-0,549433;-0,0416507;
0,825863;0,530549;-0,546974;-0,0414996;
0,825873;0,527991;-0,54449;-0,0413467;
0,825883;0,525408;-0,54198;-0,041192;
0,825893;0,522799;-0,539446;-0,0410354;
0,825903;0,520164;-0,536885;-0,0408771;
0,825913;0,517504;-0,5343;-0,040717;
0,825923;0,514819;-0,53169;-0,0405551;
0,825933;0,512109;-0,529054;-0,0403915;
0,825943;0,509374;-0,526394;-0,040226;
0,825953;0,506614;-0,52371;-0,0400589;
0,825963;0,503829;-0,521001;-0,0398899;
0,825973;0,501019;-0,518267;-0,0397193;
0,825983;0,498186;-0,51551;-0,0395469;
0,825993;0,495328;-0,512728;-0,0393728;
0,826003;0,492445;-0,509922;-0,039197;
0,826013;0,489539;-0,507092;-0,0390194;
0,826023;0,486609;-0,504239;-0,0388402;
0,826033;0,483655;-0,501362;-0,0386593;
0,826043;0,480677;-0,498462;-0,0384767;
0,826053;0,477676;-0,495538;-0,0382924;
0,826063;0,474652;-0,492591;-0,0381065;
0,826073;0,471604;-0,489621;-0,0379189;
0,826083;0,468533;-0,486628;-0,0377296;
0,826093;0,46544;-0,483613;-0,0375388;
0,826103;0,462324;-0,480575;-0,0373463;
0,826113;0,459185;-0,477514;-0,0371521;
0,826123;0,456023;-0,474432;-0,0369564;
0,826133;0,45284;-0,471327;-0,0367591;
0,826143;0,449634;-0,4682;-0,0365602;
0,826153;0,446406;-0,465051;-0,0363597;
0,826163;0,443157;-0,46188;-0,0361576;
0,826173;0,439885;-0,458688;-0,035954;
0,826183;0,436593;-0,455475;-0,0357488;
0,826193;0,433278;-0,45224;-0,035542;
0,826203;0,429943;-0,448984;-0,0353338;
0,826213;0,426587;-0,445708;-0,035124;
0,826223;0,423209;-0,44241;-0,0349127;
0,826233;0,419811;-0,439092;-0,0346999;
0,826243;0,416393;-0,435754;-0,0344856;
0,826253;0,412954;-0,432395;-0,0342698;
0,826263;0,409494;-0,429016;-0,0340525;
0,826273;0,406015;-0,425617;-0,0338338;
0,826283;0,402516;-0,422198;-0,0336136;
0,826293;0,398997;-0,418759;-0,033392;
0,826303;0,395458;-0,415301;-0,033169;
0,826313;0,3919;-0,411824;-0,0329445;
0,826323;0,388323;-0,408328;-0,0327186;
0,826333;0,384727;-0,404812;-0,0324913;
0,826343;0,381112;-0,401278;-0,0322626;
0,826353;0,377478;-0,397725;-0,0320326;
0,826363;0,373825;-0,394154;-0,0318012;
0,826373;0,370154;-0,390564;-0,0315684;
0,826383;0,366465;-0,386956;-0,0313343;
0,826393;0,362758;-0,38333;-0,0310988;
0,826403;0,359034;-0,379687;-0,030862;
0,826413;0,355291;-0,376025;-0,0306239;
0,826423;0,351531;-0,372347;-0,0303845;
0,826433;0,347754;-0,368651;-0,0301438;
0,826443;0,343959;-0,364938;-0,0299019;
0,826453;0,340148;-0,361208;-0,0296586;
0,826463;0,33632;-0,357461;-0,0294141;
0,826473;0,332475;-0,353698;-0,0291684;
0,826483;0,328614;-0,349918;-0,0289214;
0,826493;0,324737;-0,346122;-0,0286732;
0,826503;0,320843;-0,34231;-0,0284238;
0,826513;0,316934;-0,338483;-0,0281732;
0,826523;0,313009;-0,334639;-0,0279215;
0,826533;0,309069;-0,33078;-0,0276685;
0,826543;0,305113;-0,326906;-0,0274144;
0,826553;0,301143;-0,323017;-0,0271591;
0,826563;0,297157;-0,319113;-0,0269027;
0,826573;0,293157;-0,315194;-0,0266451;
0,826583;0,289142;-0,311261;-0,0263865;
0,826593;0,285113;-0,307313;-0,0261267;
0,826603;0,281069;-0,303351;-0,0258659;
0,826613;0,277012;-0,299375;-0,025604;
0,826623;0,272941;-0,295385;-0,025341;
0,826633;0,268857;-0,291382;-0,0250769;
0,826643;0,264759;-0,287365;-0,0248119;
0,826653;0,260648;-0,283335;-0,0245458;
0,826663;0,256524;-0,279293;-0,0242786;
0,826673;0,252387;-0,275237;-0,0240105;
0,826683;0,248238;-0,271168;-0,0237414;
0,826693;0,244076;-0,267088;-0,0234713;
0,826703;0,239902;-0,262995;-0,0232002;
0,826713;0,235716;-0,258889;-0,0229282;
0,826723;0,231519;-0,254772;-0,0226553;
0,826733;0,227309;-0,250644;-0,0223814;
0,826743;0,223089;-0,246504;-0,0221066;
0,826753;0,218857;-0,242352;-0,0218309;
0,826763;0,214614;-0,23819;-0,0215543;
0,826773;0,210361;-0,234017;-0,0212769;
0,826783;0,206097;-0,229833;-0,0209985;
0,826793;0,201822;-0,225638;-0,0207194;
0,826803;0,197538;-0,221434;-0,0204394;
0,826813;0,193243;-0,217219;-0,0201586;
0,826823;0,188939;-0,212994;-0,0198769;
0,826833;0,184625;-0,20876;-0,0195945;
0,826843;0,180302;-0,204517;-0,0193113;
0,826853;0,17597;-0,200264;-0,0190273;
0,826863;0,171629;-0,196002;-0,0187426;
0,826873;0,167279;-0,191731;-0,0184571;
0,826883;0,16292;-0,187451;-0,0181709;
0,826893;0,158553;-0,183163;-0,017884;
0,826903;0,154179;-0,178867;-0,0175964;
0,826913;0,149796;-0,174563;-0,017308;
0,826923;0,145406;-0,170251;-0,0170191;
0,826933;0,141008;-0,165931;-0,0167294;
0,826943;0,136603;-0,161604;-0,0164391;
0,826953;0,132191;-0,15727;-0,0161482;
0,826963;0,127772;-0,152929;-0,0158567;
0,826973;0,123346;-0,148581;-0,0155645;
0,826983;0,118914;-0,144226;-0,0152717;
0,826993;0,114476;-0,139865;-0,0149784;
0,827003;0,110032;-0,135498;-0,0146845;
0,827013;0,105582;-0,131125;-0,0143901;
0,827023;0,101126;-0,126746;-0,0140951;
0,827033;0,0966655;-0,122362;-0,0137996;
0,827043;0,0921996;-0,117972;-0,0135036;
0,827053;0,0877287;-0,113577;-0,0132071;
0,827063;0,0832531;-0,109177;-0,0129101;
0,827073;0,078773;-0,104773;-0,0126126;
0,827083;0,0742886;-0,100364;-0,0123147;
0,827093;0,0698002;-0,0959509;-0,0120164;
0,827103;0,0653079;-0,0915336;-0,0117176;
0,827113;0,060812;-0,0871124;-0,0114184;
0,827123;0,0563126;-0,0826877;-0,0111188;
0,827133;0,0518101;-0,0782594;-0,0108188;
0,827143;0,0473046;-0,073828;-0,0105185;
0,827153;0,0427962;-0,0693936;-0,0102178;
0,827163;0,0382854;-0,0649563;-0,00991677;
0,827173;0,0337721;-0,0605165;-0,00961541;
0,827183;0,0292568;-0,0560743;-0,00931373;
0,827193;0,0247395;-0,0516299;-0,00901175;
0,827203;0,0202206;-0,0471836;-0,00870949;
0,827213;0,0157001;-0,0427356;-0,00840696;
0,827223;0,0111784;-0,038286;-0,00810417;
0,827233;0,00665564;-0,0338351;-0,00780114;
0,827243;0,00213204;-0,0293831;-0,00749788;
0,827253;-0,00239218;-0,0249302;-0,00719441;
0,827263;-0,0069168;-0,0204767;-0,00689074;
0,827273;-0,0114416;-0,0160227;-0,00658689;
0,827283;-0,0159664;-0,0115684;-0,00628286;
0,827293;-0,0204909;-0,00711412;-0,00597868;
0,827303;-0,025015;-0,00266;-0,00567435;
0,827313;-0,0295384;0,00179373;-0,0053699;
0,827323;-0,0340609;0,00624685;-0,00506533;
0,827333;-0,0385823;0,0106992;-0,00476067;
0,827343;-0,0431023;0,0151504;-0,00445592;
0,827353;-0,0476209;0,0196005;-0,0041511;
0,827363;-0,0521376;0,0240491;-0,00384622;
0,827373;-0,0566524;0,028496;-0,0035413;
0,827383;-0,061165;0,032941;-0,00323635;
0,827393;-0,0656752;0,037384;-0,00293139;
0,827403;-0,0701828;0,0418246;-0,00262643;
0,827413;-0,0746875;0,0462627;-0,00232149;
0,827423;-0,0791892;0,0506981;-0,00201657;
0,827433;-0,0836877;0,0551306;-0,0017117;
0,827443;-0,0881826;0,0595599;-0,00140689;
0,827453;-0,0926739;0,0639859;-0,00110215;
0,827463;-0,0971612;0,0684082;-0,000797498;
0,827473;-0,101644;0,0728268;-0,000492945;
0,827483;-0,106123;0,0772414;-0,000188508;
0,827493;-0,110598;0,0816518;0,000115799;
0,827503;-0,115067;0,0860578;0,000419962;
0,827513;-0,119532;0,0904591;0,000723967;
0,827523;-0,123991;0,0948556;0,0010278;
0,827533;-0,128445;0,0992471;0,00133145;
0,827543;-0,132894;0,103633;0,00163489;
0,827553;-0,137336;0,108014;0,00193812;
0,827563;-0,141773;0,112389;0,00224112;
0,827573;-0,146203;0,116758;0,00254388;
0,827583;-0,150627;0,121121;0,00284638;
0,827593;-0,155044;0,125478;0,00314861;
0,827603;-0,159454;0,129828;0,00345055;
0,827613;-0,163857;0,134172;0,00375219;
0,827623;-0,168253;0,138508;0,00405351;
0,827633;-0,172641;0,142838;0,00435451;
0,827643;-0,177022;0,14716;0,00465517;
0,827653;-0,181394;0,151475;0,00495547;
0,827663;-0,185759;0,155781;0,00525539;
0,827673;-0,190115;0,16008;0,00555494;
0,827683;-0,194463;0,164371;0,00585408;
0,827693;-0,198801;0,168653;0,00615281;
0,827703;-0,203131;0,172927;0,00645112;
0,827713;-0,207452;0,177192;0,00674898;
0,827723;-0,211763;0,181448;0,00704639;
0,827733;-0,216065;0,185695;0,00734333;
0,827743;-0,220356;0,189932;0,00763979;
0,827753;-0,224638;0,19416;0,00793575;
0,827763;-0,22891;0,198378;0,0082312;
0,827773;-0,233171;0,202586;0,00852612;
0,827783;-0,237422;0,206784;0,00882051;
0,827793;-0,241661;0,210971;0,00911435;
0,827803;-0,24589;0,215148;0,00940762;
0,827813;-0,250108;0,219314;0,00970031;
0,827823;-0,254314;0,223469;0,00999241;
0,827833;-0,258508;0,227613;0,0102839;
0,827843;-0,262691;0,231746;0,0105748;
0,827853;-0,266861;0,235866;0,010865;
0,827863;-0,27102;0,239975;0,0111546;
0,827873;-0,275166;0,244073;0,0114435;
0,827883;-0,279299;0,248157;0,0117318;
0,827893;-0,28342;0,25223;0,0120194;
0,827903;-0,287527;0,25629;0,0123062;
0,827913;-0,291621;0,260337;0,0125924;
0,827923;-0,295702;0,264372;0,0128778;
0,827933;-0,299769;0,268393;0,0131625;
0,827943;-0,303823;0,2724;0,0134464;
0,827953;-0,307862;0,276395;0,0137296;
0,827963;-0,311888;0,280375;0,0140119;
0,827973;-0,315898;0,284342;0,0142935;
0,827983;-0,319895;0,288294;0,0145743;
0,827993;-0,323876;0,292233;0,0148543;
0,828003;-0,327843;0,296156;0,0151334;
0,828013;-0,331794;0,300065;0,0154117;
0,828023;-0,33573;0,30396;0,0156891;
0,828033;-0,339651;0,307839;0,0159656;
0,828043;-0,343556;0,311703;0,0162413;
0,828053;-0,347445;0,315551;0,016516;
0,828063;-0,351318;0,319384;0,0167899;
0,828073;-0,355175;0,323201;0,0170628;
0,828083;-0,359015;0,327003;0,0173348;
0,828093;-0,362838;0,330788;0,0176058;
0,828103;-0,366645;0,334556;0,0178759;
0,828113;-0,370435;0,338309;0,018145;
0,828123;-0,374208;0,342044;0,0184131;
0,828133;-0,377963;0,345763;0,0186802;
0,828143;-0,381701;0,349465;0,0189463;
0,828153;-0,385421;0,353149;0,0192114;
0,828163;-0,389123;0,356816;0,0194754;
0,828173;-0,392807;0,360466;0,0197384;
0,828183;-0,396473;0,364097;0,0200003;
0,828193;-0,40012;0,367711;0,0202612;
0,828203;-0,403749;0,371307;0,020521;
0,828213;-0,407359;0,374884;0,0207796;
0,828223;-0,41095;0,378443;0,0210372;
0,828233;-0,414522;0,381984;0,0212936;
0,828243;-0,418075;0,385506;0,0215489;
0,828253;-0,421608;0,389008;0,0218031;
0,828263;-0,425122;0,392492;0,0220561;
0,828273;-0,428616;0,395957;0,0223079;
0,828283;-0,432089;0,399401;0,0225586;
0,828293;-0,435543;0,402827;0,022808;
0,828303;-0,438977;0,406232;0,0230563;
0,828313;-0,44239;0,409618;0,0233033;
0,828323;-0,445782;0,412984;0,0235491;
0,828333;-0,449154;0,416329;0,0237937;
0,828343;-0,452505;0,419654;0,024037;
0,828353;-0,455834;0,422958;0,0242791;
0,828363;-0,459143;0,426242;0,0245199;
0,828373;-0,46243;0,429505;0,0247594;
0,828383;-0,465695;0,432746;0,0249976;
0,828393;-0,468939;0,435967;0,0252345;
0,828403;-0,472161;0,439166;0,0254701;
0,828413;-0,47536;0,442344;0,0257043;
0,828423;-0,478538;0,4455;0,0259372;
0,828433;-0,481693;0,448634;0,0261688;
0,828443;-0,484826;0,451746;0,026399;
0,828453;-0,487936;0,454836;0,0266279;
0,828463;-0,491023;0,457904;0,0268553;
0,828473;-0,494088;0,46095;0,0270814;
0,828483;-0,497129;0,463973;0,027306;
0,828493;-0,500147;0,466973;0,0275293;
0,828503;-0,503142;0,469951;0,0277511;
0,828513;-0,506113;0,472905;0,0279715;
0,828523;-0,509061;0,475837;0,0281905;
0,828533;-0,511984;0,478745;0,028408;
0,828543;-0,514884;0,481629;0,028624;
0,828553;-0,51776;0,484491;0,0288385;
0,828563;-0,520612;0,487328;0,0290516;
0,828573;-0,523439;0,490142;0,0292632;
0,828583;-0,526242;0,492932;0,0294733;
0,828593;-0,52902;0,495697;0,0296818;
0,828603;-0,531773;0,498439;0,0298889;
0,828613;-0,534502;0,501156;0,0300944;
0,828623;-0,537205;0,503849;0,0302984;
0,828633;-0,539883;0,506517;0,0305008;
0,828643;-0,542536;0,50916;0,0307016;
0,828653;-0,545164;0,511779;0,0309009;
0,828663;-0,547766;0,514373;0,0310986;
0,828673;-0,550343;0,516941;0,0312947;
0,828683;-0,552893;0,519485;0,0314893;
0,828693;-0,555418;0,522002;0,0316822;
0,828703;-0,557917;0,524495;0,0318735;
0,828713;-0,56039;0,526962;0,0320632;
0,828723;-0,562836;0,529403;0,0322512;
0,828733;-0,565256;0,531819;0,0324376;
0,828743;-0,56765;0,534208;0,0326224;
0,828753;-0,570017;0,536572;0,0328055;
0,828763;-0,572357;0,538909;0,0329869;
0,828773;-0,574671;0,54122;0,0331666;
0,828783;-0,576958;0,543505;0,0333447;
0,828793;-0,579217;0,545763;0,0335211;
0,828803;-0,581449;0,547994;0,0336958;
0,828813;-0,583655;0,550199;0,0338688;
0,828823;-0,585832;0,552377;0,03404;
0,828833;-0,587983;0,554528;0,0342096;
0,828843;-0,590106;0,556653;0,0343774;
0,828853;-0,592201;0,55875;0,0345434;
0,828863;-0,594268;0,560819;0,0347078;
0,828873;-0,596307;0,562862;0,0348703;
0,828883;-0,598319;0,564877;0,0350311;
0,828893;-0,600302;0,566865;0,0351902;
0,828903;-0,602258;0,568825;0,0353474;
0,828913;-0,604185;0,570757;0,0355029;
0,828923;-0,606084;0,572661;0,0356566;
0,828933;-0,607954;0,574538;0,0358085;
0,828943;-0,609796;0,576387;0,0359586;
0,828953;-0,611609;0,578207;0,0361069;
0,828963;-0,613393;0,58;0,0362534;
0,828973;-0,615149;0,581764;0,036398;
0,828983;-0,616876;0,5835;0,0365408;
0,828993;-0,618574;0,585207;0,0366818;
0,829003;-0,620243;0,586886;0,0368209;
0,829013;-0,621882;0,588537;0,0369582;
0,829023;-0,623493;0,590159;0,0370936;
0,829033;-0,625074;0,591752;0,0372272;
0,829043;-0,626626;0,593316;0,0373589;
0,829053;-0,628149;0,594852;0,0374887;
0,829063;-0,629642;0,596358;0,0376167;
0,829073;-0,631106;0,597836;0,0377428;
0,829083;-0,632539;0,599284;0,0378669;
0,829093;-0,633944;0,600703;0,0379892;
0,829103;-0,635318;0,602094;0,0381096;
0,829113;-0,636663;0,603454;0,038228;
0,829123;-0,637978;0,604786;0,0383446;
0,829133;-0,639262;0,606088;0,0384592;
0,829143;-0,640517;0,60736;0,0385719;
0,829153;-0,641742;0,608603;0,0386827;
0,829163;-0,642937;0,609817;0,0387916;
0,829173;-0,644101;0,611;0,0388985;
0,829183;-0,645235;0,612154;0,0390035;
0,829193;-0,646339;0,613279;0,0391065;
0,829203;-0,647413;0,614373;0,0392076;
0,829213;-0,648456;0,615438;0,0393067;
0,829223;-0,649468;0,616472;0,0394038;
0,829233;-0,650451;0,617477;0,039499;
0,829243;-0,651402;0,618452;0,0395923;
0,829253;-0,652323;0,619396;0,0396835;
0,829263;-0,653214;0,620311;0,0397728;
0,829273;-0,654073;0,621195;0,0398601;
0,829283;-0,654902;0,622049;0,0399454;
0,829293;-0,655701;0,622873;0,0400287;
0,829303;-0,656468;0,623667;0,0401101;
0,829313;-0,657205;0,62443;0,0401894;
0,829323;-0,65791;0,625163;0,0402667;
0,829333;-0,658585;0,625865;0,0403421;
0,829343;-0,659229;0,626537;0,0404154;
0,829353;-0,659842;0,627179;0,0404867;
0,829363;-0,660424;0,62779;0,040556;
0,829373;-0,660975;0,628371;0,0406233;
0,829383;-0,661495;0,628921;0,0406886;
0,829393;-0,661984;0,629441;0,0407518;
0,829403;-0,662442;0,62993;0,0408131;
0,829413;-0,662868;0,630388;0,0408723;
0,829423;-0,663264;0,630816;0,0409295;
0,829433;-0,663628;0,631213;0,0409846;
0,829443;-0,663961;0,631579;0,0410377;
0,829453;-0,664263;0,631915;0,0410888;
0,829463;-0,664534;0,63222;0,0411379;
0,829473;-0,664773;0,632494;0,0411849;
0,829483;-0,664982;0,632737;0,0412299;
