time;V(/BiasOut)1;V(/VoutN)1;V(/VoutP)1
0,246503;0,015505;-0,438849;0,418826
0,246603;0,0180972;-0,471518;0,451497
0,246703;0,0205301;-0,501985;0,481964
0,246803;0,0227926;-0,530101;0,510082
0,246903;0,0248743;-0,555735;0,535717
0,247003;0,0267661;-0,578763;0,558746
0,247103;0,0284594;-0,599074;0,579059
0,247203;0,0299467;-0,616573;0,596559
0,247303;0,0312218;-0,631176;0,611163
0,247403;0,0322791;-0,642812;0,622801
0,247503;0,0331143;-0,651427;0,631418
0,247603;0,0337242;-0,656979;0,636971
0,247703;0,0341066;-0,659441;0,639436
0,247803;0,0342606;-0,658803;0,638799
0,247903;0,0341861;-0,655067;0,635065
0,248003;0,0338843;-0,64825;0,62825
0,248103;0,0333577;-0,638386;0,618387
0,248203;0,0326094;-0,625521;0,605524
0,248303;0,0316441;-0,609717;0,589722
0,248403;0,0304672;-0,591049;0,571056
0,248503;0,0290853;-0,569607;0,549616
0,248603;0,0275059;-0,545493;0,525504
0,248703;0,0257376;-0,518822;0,498834
0,248803;0,0237896;-0,489721;0,469735
0,248903;0,0216724;-0,45833;0,438345
0,249003;0,0193971;-0,424797;0,404814
0,249103;0,0169754;-0,389285;0,369303
0,249203;0,01442;-0,351961;0,33198
0,249303;0,0117442;-0,313004;0,293025
0,249403;0,00896173;-0,2726;0,252622
0,249503;0,00608693;-0,230943;0,210965
0,249603;0,0031346;-0,18823;0,168254
0,249703;0,00011989;-0,144667;0,124691
0,249803;-0,00294174;-0,10046;0,0804849
0,249903;-0,00603461;-0,0558215;0,0358468
0,250003;-0,00914287;-0,0109642;-0,00901015
0,250103;-0,0122506;0,0338978;-0,0538719
0,250203;-0,0153419;0,0785501;-0,0985241
0,250303;-0,018401;0,12278;-0,142754
0,250403;-0,0214121;0,166375;-0,186349
0,250503;-0,0243599;0,209128;-0,229103
0,250603;-0,0272291;0,250835;-0,27081
0,250703;-0,0300051;0,291297;-0,311272
0,250803;-0,0326735;0,33032;-0,350296
0,250903;-0,0352205;0,367717;-0,387694
0,251003;-0,037633;0,403311;-0,423289
0,251103;-0,0398984;0,436932;-0,456911
0,251203;-0,0420048;0,468419;-0,488398
0,251303;-0,0439413;0,497621;-0,517602
0,251403;-0,0456975;0,524399;-0,544381
0,251503;-0,0472641;0,548625;-0,568609
0,251603;-0,0486327;0,570184;-0,590169
0,251703;-0,0497958;0,588973;-0,608959
0,251803;-0,0507468;0,604901;-0,62489
0,251903;-0,0514804;0,617894;-0,637884
0,252003;-0,0519921;0,627888;-0,647879
0,252103;-0,0522787;0,634836;-0,65483
0,252203;-0,0523378;0,638705;-0,658701
0,252303;-0,0521683;0,639477;-0,659474
0,252403;-0,0517704;0,637147;-0,657146
0,252503;-0,0511449;0,631728;-0,651728
0,252603;-0,0502943;0,623244;-0,643246
0,252703;-0,0492217;0,611736;-0,63174
0,252803;-0,0479316;0,597259;-0,617266
0,252903;-0,0464295;0,579883;-0,599891
0,253003;-0,0447218;0,55969;-0,5797
0,253103;-0,042816;0,536777;-0,556789
0,253203;-0,0407207;0,511253;-0,531267
0,253303;-0,0384452;0,48324;-0,503255
0,253403;-0,0359998;0,452872;-0,472889
0,253503;-0,0333957;0,420294;-0,440312
0,253603;-0,0306449;0,385661;-0,40568
0,253703;-0,0277599;0,349139;-0,369159
0,253803;-0,0247541;0,310901;-0,330923
0,253903;-0,0216414;0,271132;-0,291155
0,254003;-0,0184364;0,23002;-0,250044
0,254103;-0,0151539;0,187762;-0,207787
0,254203;-0,0118094;0,14456;-0,164585
0,254303;-0,00841846;0,100619;-0,120646
0,254403;-0,00499708;0,0561509;-0,0761777
0,254503;-0,00156135;0,0113665;-0,0313937
0,254603;0,00187251;-0,0335199;0,0134925
0,254703;0,00528824;-0,078294;0,0582664
0,254803;0,00866968;-0,122742;0,102714
0,254903;0,0120008;-0,166652;0,146624
0,255003;0,0152656;-0,209813;0,189786
0,255103;0,0184487;-0,252021;0,231994
0,255203;0,0215348;-0,293073;0,273046
0,255303;0,0245091;-0,332773;0,312747
0,255403;0,0273574;-0,370932;0,350907
0,255503;0,0300659;-0,407368;0,387344
0,255603;0,0326216;-0,441906;0,421883
0,255703;0,035012;-0,474381;0,45436
0,255803;0,0372256;-0,50464;0,484619
0,255903;0,0392515;-0,532536;0,512517
0,256003;0,0410799;-0,557938;0,53792
0,256103;0,0427015;-0,580723;0,560706
0,256203;0,0441084;-0,600782;0,580768
0,256303;0,0452935;-0,618021;0,598008
0,256403;0,0462507;-0,632357;0,612345
0,256503;0,0469749;-0,64372;0,623711
0,256603;0,0474624;-0,652058;0,63205
0,256703;0,0477101;-0,65733;0,637324
0,256803;0,0477166;-0,659511;0,639507
0,256903;0,047481;-0,65859;0,638588
0,257003;0,0470041;-0,654573;0,634573
0,257103;0,0462874;-0,647477;0,62748
0,257203;0,0453338;-0,637338;0,617342
0,257303;0,044147;-0,624203;0,604209
0,257403;0,0427322;-0,608136;0,588144
0,257503;0,0410954;-0,589212;0,569222
0,257603;0,0392435;-0,567522;0,547534
0,257703;0,0371848;-0,543171;0,523184
0,257803;0,0349282;-0,516273;0,496289
0,257903;0,0324836;-0,486958;0,466975
0,258003;0,0298621;-0,455366;0,435384
0,258103;0,0270751;-0,421647;0,401667
0,258203;0,0241352;-0,385962;0,365984
0,258303;0,0210554;-0,348482;0,328505
0,258403;0,0178496;-0,309386;0,28941
0,258503;0,0145322;-0,26886;0,248886
0,258603;0,0111181;-0,227099;0,207125
0,258703;0,00762254;-0,1843;0,164327
0,258803;0,00406132;-0,140669;0,120698
0,258903;0,000450421;-0,0964147;0,0764435
0,259003;-0,0031939;-0,0517474;0,0317768
0,259103;-0,00685525;-0,00688069;-0,0130894
0,259203;-0,0105172;0,0379711;-0,0579409
0,259303;-0,0141632;0,0825938;-0,102563
0,259403;-0,017777;0,126774;-0,146744
0,259503;-0,0213423;0,170302;-0,190272
0,259603;-0,0248432;0,212968;-0,232938
0,259703;-0,028264;0,25457;-0,274541
0,259803;-0,0315895;0,294909;-0,31488
0,259903;-0,0348048;0,333792;-0,353763
0,260003;-0,0378956;0,371033;-0,391005
0,260103;-0,0408483;0,406454;-0,426427
0,260203;-0,0436498;0,439887;-0,459861
0,260303;-0,0462879;0,471172;-0,491147
0,260403;-0,0487509;0,50016;-0,520136
0,260503;-0,0510282;0,526711;-0,546688
0,260603;-0,0531101;0,550699;-0,570678
0,260703;-0,0549875;0,572011;-0,591991
0,260803;-0,0566526;0,590543;-0,610525
0,260903;-0,0580985;0,606207;-0,626191
0,261003;-0,0593193;0,618929;-0,638915
0,261103;-0,0603102;0,628648;-0,648635
0,261203;-0,0610675;0,635318;-0,655307
0,261303;-0,0615885;0,638906;-0,658897
0,261403;-0,0618719;0,639396;-0,659388
0,261503;-0,0619171;0,636784;-0,656779
0,261603;-0,061725;0,631085;-0,651081
0,261703;-0,0612974;0,622324;-0,642322
0,261803;-0,0606374;0,610544;-0,630544
0,261903;-0,0597488;0,595801;-0,615803
0,262003;-0,058637;0,578165;-0,598169
0,262103;-0,057308;0,55772;-0,577726
0,262203;-0,0557692;0,534565;-0,554573
0,262303;-0,0540286;0,50881;-0,528819
0,262403;-0,0520955;0,480577;-0,500588
0,262503;-0,0499797;0,450002;-0,470014
0,262603;-0,0476923;0,41723;-0,437244
0,262703;-0,0452449;0,382418;-0,402434
0,262803;-0,0426498;0,345733;-0,365749
0,262903;-0,0399203;0,307348;-0,327367
0,263003;-0,0370699;0,267449;-0,287468
0,263103;-0,034113;0,226224;-0,246245
0,263203;-0,0310643;0,183872;-0,203894
0,263303;-0,0279389;0,140594;-0,160617
0,263403;-0,0247524;0,0965971;-0,11662
0,263503;-0,0215204;0,052091;-0,0721147
0,263603;-0,0182589;0,0072884;-0,0273126
0,263703;-0,014984;-0,0375967;0,0175721
0,263803;-0,0117117;-0,0823501;0,0623252
0,263903;-0,00845818;-0,126758;0,106733
0,264003;-0,00523922;-0,170608;0,150583
0,264103;-0,00207059;-0,213692;0,193667
0,264203;0,00103226;-0,255802;0,235778
0,264303;0,00405423;-0,29674;0,276715
0,264403;0,00698063;-0,336308;0,316284
0,264503;0,00979727;-0,374317;0,354294
0,264603;0,0124905;-0,410587;0,390565
0,264703;0,0150473;-0,444945;0,424924
0,264803;0,0174554;-0,477225;0,457205
0,264903;0,0197031;-0,507275;0,487256
0,265003;0,0217797;-0,53495;0,514932
0,265103;0,0236753;-0,560118;0,540102
0,265203;0,0253807;-0,58266;0,562645
0,265303;0,026888;-0,602467;0,582453
0,265403;0,0281899;-0,619445;0,599433
0,265503;0,0292804;-0,633513;0,613502
0,265603;0,0301544;-0,644604;0,624595
0,265703;0,0308079;-0,652664;0,632657
0,265803;0,0312381;-0,657656;0,637651
0,265903;0,031443;-0,659555;0,639552
0,266003;0,0314221;-0,658353;0,638351
0,266103;0,0311756;-0,654055;0,634055
0,266203;0,0307052;-0,646681;0,626683
0,266303;0,0300135;-0,636267;0,616271
0,266403;0,0291041;-0,622863;0,602868
0,266503;0,0279818;-0,606533;0,58654
0,266603;0,0266525;-0,587354;0,567362
0,266703;0,025123;-0,565418;0,545428
0,266803;0,0234012;-0,54083;0,520842
0,266903;0,0214957;-0,513707;0,493721
0,267003;0,0194164;-0,484179;0,464194
0,267103;0,0171737;-0,452387;0,432404
0,267203;0,0147789;-0,418483;0,398501
0,267303;0,0122443;-0,382628;0,362647
0,267403;0,00958253;-0,344993;0,325014
0,267503;0,00680706;-0,305759;0,285781
0,267603;0,0039319;-0,265113;0,245136
0,267703;0,000971528;-0,223249;0,203273
0,267803;-0,00205913;-0,180366;0,160391
0,267903;-0,00514478;-0,13667;0,116696
0,268003;-0,00826987;-0,0923694;0,0723952
0,268103;-0,0114186;-0,0476752;0,0277015
0,268203;-0,0145751;-0,00280108;-0,0171723
0,268303;-0,0177234;0,0420387;-0,0620119
0,268403;-0,0208475;0,0866299;-0,106603
0,268503;-0,0239316;0,13076;-0,150733
0,268603;-0,0269601;0,174217;-0,194191
0,268703;-0,0299174;0,216796;-0,236769
0,268803;-0,0327886;0,258291;-0,278265
0,268903;-0,0355588;0,298505;-0,31848
0,269003;-0,038214;0,337246;-0,357221
0,269103;-0,0407403;0,374329;-0,394305
0,269203;-0,0431248;0,409576;-0,429553
0,269303;-0,045355;0,44282;-0,462799
0,269403;-0,0474191;0,473902;-0,493882
0,269503;-0,0493064;0,502674;-0,522655
0,269603;-0,0510067;0,528997;-0,548979
0,269703;-0,0525108;0,552747;-0,57273
0,269803;-0,0538106;0,573809;-0,593794
0,269903;-0,0548987;0,592084;-0,612071
0,270003;-0,0557688;0,607484;-0,627472
0,270103;-0,0564158;0,619935;-0,639926
0,270203;-0,0568355;0,629379;-0,649371
0,270303;-0,0570248;0,635769;-0,655763
0,270403;-0,0569817;0,639076;-0,659072
0,270503;-0,0567055;0,639284;-0,659281
0,270603;-0,0561962;0,636391;-0,656391
0,270703;-0,0554554;0,630412;-0,650413
0,270803;-0,0544855;0,621375;-0,641378
0,270903;-0,05329;0,609323;-0,629328
0,271003;-0,0518737;0,594313;-0,61432
0,271103;-0,0502424;0,576419;-0,596427
0,271203;-0,0484027;0,555724;-0,575734
0,271303;-0,0463624;0,532327;-0,55234
0,271403;-0,0441304;0,506341;-0,526355
0,271503;-0,0417162;0,47789;-0,497905
0,271603;-0,0391305;0,447109;-0,467126
0,271703;-0,0363847;0,414145;-0,434164
0,271803;-0,0334909;0,379156;-0,399176
0,271903;-0,030462;0,342308;-0,36233
0,272003;-0,0273116;0,303779;-0,323801
0,272103;-0,0240538;0,263751;-0,283775
0,272203;-0,0207035;0,222416;-0,242441
0,272303;-0,0172756;0,179971;-0,199997
0,272403;-0,0137858;0,136619;-0,156646
0,272503;-0,0102499;0,0925669;-0,112594
0,272603;-0,00668407;0,048025;-0,0680529
0,272703;-0,00310456;0,00320615;-0,0232344
0,272803;0,000472267;-0,0416758;0,0216473
0,272903;0,00403002;-0,0864065;0,0663779
0,273003;0,00755239;-0,130772;0,110744
0,273103;0,0110232;-0,174562;0,154533
0,273203;0,0144265;-0,217565;0,197537
0,273303;0,0177467;-0,259577;0,239549
0,273403;0,0209683;-0,300398;0,28037
0,273503;0,0240767;-0,339832;0,319805
0,273603;0,0270575;-0,377691;0,357665
0,273703;0,0298968;-0,413794;0,393769
0,273803;0,0325816;-0,447969;0,427945
0,273903;0,0350995;-0,480053;0,46003
0,274003;0,0374389;-0,509892;0,489871
0,274103;0,0395889;-0,537345;0,517324
0,274203;0,0415395;-0,562279;0,54226
0,274303;0,0432819;-0,584576;0,564559
0,274403;0,0448078;-0,60413;0,584114
0,274503;0,0461102;-0,620846;0,600832
0,274603;0,0471831;-0,634646;0,614634
0,274703;0,0480216;-0,645463;0,625453
0,274803;0,0486216;-0,653246;0,633238
0,274903;0,0489806;-0,657958;0,637951
0,275003;0,0490968;-0,659575;0,63957
0,275103;0,0489696;-0,658091;0,638088
0,275203;0,0485998;-0,653512;0,633511
0,275303;0,0479889;-0,64586;0,625861
0,275403;0,0471398;-0,635172;0,615175
0,275503;0,0460566;-0,621499;0,601504
0,275603;0,0447441;-0,604906;0,584913
0,275703;0,0432085;-0,585472;0,565481
0,275803;0,0414569;-0,56329;0,543301
0,275903;0,0394975;-0,538467;0,518479
0,276003;0,0373393;-0,51112;0,491134
0,276103;0,0349922;-0,48138;0,461396
0,276203;0,0324673;-0,449389;0,429407
0,276303;0,0297761;-0,415301;0,39532
0,276403;0,0269311;-0,379277;0,359297
0,276503;0,0239454;-0,341489;0,321511
0,276603;0,0208329;-0,302119;0,282142
0,276703;0,0176078;-0,261354;0,241378
0,276803;0,0142852;-0,219389;0,199414
0,276903;0,0108802;-0,176424;0,15645
0,277003;0,00740859;-0,132664;0,112691
0,277103;0,0038863;-0,0883184;0,0683462
0,277203;0,000329524;-0,0435989;0,0236273
0,277303;-0,00324543;0,00128101;-0,0212522
0,277403;-0,00682219;0,0461071;-0,0660779
0,277503;-0,0103844;0,0906652;-0,110636
0,277603;-0,0139157;0,134743;-0,154713
0,277703;-0,0174002;0,178129;-0,1981
0,277803;-0,0208218;0,220617;-0,240588
0,277903;-0,0241652;0,262004;-0,281975
0,278003;-0,0274151;0,302092;-0,322064
0,278103;-0,0305569;0,34069;-0,360662
0,278203;-0,0335764;0,377613;-0,397586
0,278303;-0,0364603;0,412685;-0,432659
0,278403;-0,0391955;0,445739;-0,465714
0,278503;-0,0417699;0,476617;-0,496593
0,278603;-0,0441722;0,505172;-0,525149
0,278703;-0,046392;0,531266;-0,551245
0,278803;-0,0484195;0,554776;-0,574756
0,278903;-0,0502461;0,575589;-0,59557
0,279003;-0,051864;0,593606;-0,613589
0,279103;-0,0532665;0,608741;-0,628725
0,279203;-0,054448;0,620921;-0,640907
0,279303;-0,0554039;0,630089;-0,650077
0,279403;-0,0561306;0,6362;-0,65619
0,279503;-0,0566257;0,639226;-0,659217
0,279603;-0,0568878;0,639151;-0,659144
0,279703;-0,0569169;0,635977;-0,655972
0,279803;-0,0567138;0,629718;-0,649715
0,279903;-0,0562806;0,620405;-0,640404
0,280003;-0,0556204;0,608082;-0,628082
0,280103;-0,0547373;0,592807;-0,612809
0,280203;-0,0536368;0,574654;-0,594658
0,280303;-0,0523252;0,553709;-0,573715
0,280403;-0,0508097;0,530072;-0,55008
0,280503;-0,0490987;0,503857;-0,523866
0,280603;-0,0472013;0,475188;-0,495199
0,280703;-0,0451278;0,444202;-0,464215
0,280803;-0,0428891;0,411048;-0,431062
0,280903;-0,0404968;0,375882;-0,395898
0,281003;-0,0379635;0,338875;-0,358892
0,281103;-0,0353023;0,300201;-0,320219
0,281203;-0,0325269;0,260047;-0,280066
0,281303;-0,0296515;0,218602;-0,238623
0,281403;-0,026691;0,176067;-0,196088
0,281503;-0,0236603;0,132642;-0,152664
0,281603;-0,0205749;0,088537;-0,10856
0,281703;-0,0174505;0,0439611;-0,0639844
0,281803;-0,014303;-0,000872362;-0,0191513
0,281903;-0,0111484;-0,0457494;0,0257254
0,282003;-0,00800243;-0,0904558;0,0704316
0,282103;-0,00488118;-0,134778;0,114754
0,282203;-0,00180035;-0,178504;0,15848
0,282303;0,00122449;-0,221426;0,201402
0,282403;0,00417809;-0,263338;0,243315
0,282503;0,00704555;-0,304041;0,284018
0,282603;0,0098124;-0,343339;0,323317
0,282703;0,0124647;-0,381046;0,361024
0,282803;0,014989;-0,416981;0,39696
0,282903;0,0173726;-0,450973;0,430953
0,283003;0,0196035;-0,482859;0,46284
0,283103;0,0216703;-0,512487;0,492469
0,283203;0,0235625;-0,539716;0,519699
0,283303;0,0252706;-0,564415;0,5444
0,283403;0,0267857;-0,586467;0,566453
0,283503;0,0281002;-0,605766;0,585754
0,283603;0,0292072;-0,622221;0,60221
0,283703;0,0301011;-0,635752;0,615743
0,283803;0,0307769;-0,646296;0,626288
0,283903;0,0312313;-0,653801;0,633795
0,284003;0,0314615;-0,658231;0,638227
0,284103;0,0314661;-0,659567;0,639565
0,284203;0,0312448;-0,657801;0,6378
0,284303;0,0307983;-0,652941;0,632943
0,284403;0,0301286;-0,645012;0,625015
0,284503;0,0292386;-0,63405;0,614055
0,284603;0,0281324;-0,620109;0,600116
0,284703;0,026815;-0,603254;0,583263
0,284803;0,0252928;-0,583567;0,563577
0,284903;0,0235727;-0,561141;0,541153
0,285003;0,0216631;-0,536083;0,516096
0,285103;0,0195729;-0,508513;0,488528
0,285203;0,0173122;-0,478562;0,458579
0,285303;0,0148919;-0,446374;0,426393
0,285403;0,0123235;-0,412103;0,392123
0,285503;0,00961945;-0,375911;0,355932
0,285603;0,0067928;-0,337973;0,317995
0,285703;0,00385723;-0,298468;0,278491
0,285803;0,000826949;-0,257586;0,23761
0,285903;-0,00228331;-0,215521;0,195546
0,286003;-0,00545843;-0,172475;0,152501
0,286103;-0,00868293;-0,128654;0,10868
0,286203;-0,0119411;-0,0842655;0,0642928
0,286303;-0,0152169;-0,0395227;0,0195504
0,286403;-0,0184945;0,00536108;-0,0253332
0,286503;-0,0217576;0,0501715;-0,0701435
0,286603;-0,0249902;0,0946947;-0,114667
0,286703;-0,0281764;0,138718;-0,15869
0,286803;-0,0313005;0,182031;-0,202003
0,286903;-0,034347;0,224427;-0,2444
0,287003;-0,0373008;0,265704;-0,285677
0,287103;-0,040147;0,305664;-0,325638
0,287203;-0,0428716;0,344117;-0,364092
0,287303;-0,0454609;0,380879;-0,400855
0,287403;-0,0479017;0,415775;-0,435751
0,287503;-0,0501817;0,448638;-0,468615
0,287603;-0,0522893;0,47931;-0,499289
0,287703;-0,0542137;0,507646;-0,527626
0,287803;-0,0559448;0,533511;-0,553492
0,287903;-0,0574736;0,55678;-0,576763
0,288003;-0,058792;0,577343;-0,597327
0,288103;-0,0598928;0,595101;-0,615087
0,288203;-0,0607699;0,60997;-0,629957
0,288303;-0,0614182;0,621878;-0,641868
0,288403;-0,0618337;0,630769;-0,650761
0,288503;-0,0620134;0,636601;-0,656594
0,288603;-0,0619557;0,639345;-0,65934
0,288703;-0,0616598;0,638989;-0,658986
0,288803;-0,0611261;0,635533;-0,655532
0,288903;-0,0603562;0,628995;-0,648996
0,289003;-0,0593528;0,619406;-0,639409
0,289103;-0,0581196;0,606812;-0,626817
0,289203;-0,0566616;0,591272;-0,611279
0,289303;-0,0549846;0,572862;-0,59287
0,289403;-0,0530957;0,551668;-0,571678
0,289503;-0,0510027;0,527792;-0,547804
0,289603;-0,0487147;0,501348;-0,521362
0,289703;-0,0462414;0,472462;-0,492478
0,289803;-0,0435938;0,441273;-0,461291
0,289903;-0,0407832;0,407929;-0,427948
0,290003;-0,0378221;0,372589;-0,39261
0,290103;-0,0347236;0,335423;-0,355445
0,290203;-0,0315013;0,296607;-0,31663
0,290303;-0,0281696;0,256327;-0,276351
0,290403;-0,0247433;0,214775;-0,2348
0,290503;-0,0212377;0,17215;-0,192176
0,290603;-0,0176686;0,128655;-0,148682
0,290703;-0,0140518;0,0844985;-0,104526
0,290803;-0,0104036;0,0398904;-0,0599185
0,290903;-0,00674038;-0,00495592;-0,0150726
0,291003;-0,00307862;-0,0498263;0,0297975
0,291103;0,000565253;-0,0945066;0,0744776
0,291203;0,00417484;-0,138783;0,118754
0,291303;0,00773392;-0,182445;0,162416
0,291403;0,0112265;-0,225283;0,205255
0,291503;0,0146368;-0,267094;0,247066
0,291603;0,0179496;-0,307677;0,287649
0,291703;0,02115;-0,346838;0,326811
0,291803;0,0242237;-0,384391;0,364365
0,291903;0,0271568;-0,420156;0,400131
0,292003;0,0299363;-0,453963;0,433939
0,292103;0,0325498;-0,48565;0,465626
0,292203;0,0349856;-0,515066;0,495043
0,292303;0,0372331;-0,542069;0,522049
0,292403;0,0392821;-0,566533;0,546513
0,292503;0,0411239;-0,588339;0,568321
0,292603;0,0427503;-0,607383;0,587367
0,292703;0,0441543;-0,623575;0,60356
0,292803;0,04533;-0,636837;0,616824
0,292903;0,0462724;-0,647106;0,627095
0,293003;0,0469778;-0,654333;0,634323
0,293103;0,0474433;-0,658483;0,638475
0,293203;0,0476674;-0,659536;0,639531
0,293303;0,0476496;-0,657488;0,637485
0,293403;0,0473906;-0,652349;0,632347
0,293503;0,0468921;-0,644142;0,624142
0,293603;0,046157;-0,632907;0,612909
0,293703;0,0451893;-0,618697;0,598702
0,293803;0,0439941;-0,601582;0,581588
0,293903;0,0425775;-0,581641;0,561649
0,294003;0,0409466;-0,558971;0,538981
0,294103;0,0391095;-0,533679;0,513691
0,294203;0,0370755;-0,505887;0,4859
0,294303;0,0348544;-0,475727;0,455742
0,294403;0,0324572;-0,443344;0,42336
0,294503;0,0298954;-0,408891;0,388909
0,294603;0,0271816;-0,372533;0,352552
0,294703;0,0243288;-0,334444;0,314465
0,294803;0,0213508;-0,294806;0,274828
0,294903;0,0182619;-0,253808;0,233831
0,295003;0,0150768;-0,211646;0,19167
0,295103;0,0118109;-0,168521;0,148546
0,295203;0,00847969;-0,124639;0,104665
0,295303;0,00509905;-0,0802098;0,0602364
0,295403;0,00168504;-0,0354453;0,0154724
0,295503;-0,00174614;0,00944081;-0,0294133
0,295603;-0,00517827;0,054234;-0,0742062
0,295703;-0,00859513;0,0987206;-0,118693
0,295803;-0,0119806;0,142688;-0,16266
0,295903;-0,0153188;0,185926;-0,205898
0,296003;-0,0185941;0,228229;-0,248201
0,296103;-0,021791;0,269394;-0,289367
0,296203;-0,0248948;0,309225;-0,329199
0,296303;-0,0278909;0,347532;-0,367506
0,296403;-0,0307654;0,384132;-0,404106
0,296503;-0,0335051;0,418849;-0,438825
0,296603;-0,0360973;0,451519;-0,471496
0,296703;-0,0385302;0,481985;-0,501963
0,296803;-0,0407927;0,510102;-0,530081
0,296903;-0,0428744;0,535736;-0,555716
0,297003;-0,0447662;0,558763;-0,578745
0,297103;-0,0464595;0,579075;-0,599058
0,297203;-0,0479468;0,596574;-0,616558
0,297303;-0,0492219;0,611177;-0,631162
0,297403;-0,0502792;0,622813;-0,6428
0,297503;-0,0511144;0,631428;-0,651417
0,297603;-0,0517243;0,63698;-0,656971
0,297703;-0,0521067;0,639442;-0,659435
0,297803;-0,0522607;0,638804;-0,658798
0,297903;-0,0521862;0,635067;-0,655064
0,298003;-0,0518844;0,628251;-0,648249
0,298103;-0,0513578;0,618386;-0,638386
0,298203;-0,0506096;0,605522;-0,625523
0,298303;-0,0496442;0,589718;-0,609721
0,298403;-0,0484673;0,57105;-0,591056
0,298503;-0,0470854;0,549608;-0,569615
0,298603;-0,045506;0,525494;-0,545503
0,298703;-0,0437377;0,498823;-0,518833
0,298803;-0,0417897;0,469722;-0,489734
0,298903;-0,0396725;0,438331;-0,458344
0,299003;-0,0373972;0,404798;-0,424813
0,299103;-0,0349755;0,369286;-0,389302
0,299203;-0,0324201;0,331962;-0,351979
0,299303;-0,0297443;0,293005;-0,313024
0,299403;-0,0269618;0,252601;-0,272621
0,299503;-0,024087;0,210944;-0,230964
0,299603;-0,0211347;0,168231;-0,188253
0,299703;-0,01812;0,124668;-0,14469
0,299803;-0,0150584;0,080461;-0,100484
0,299903;-0,0119655;0,0358224;-0,0558459
0,300003;-0,00885723;-0,00903494;-0,0109889
0,300103;-0,00574949;-0,0538969;0,0338728
0,300203;-0,00265817;-0,0985492;0,078525
0,300303;0,000400887;-0,142779;0,122754
0,300403;0,00341201;-0,186374;0,16635
0,300503;0,00635976;-0,229127;0,209104
0,300603;0,009229;-0,270834;0,250811
0,300703;0,012005;-0,311296;0,291273
0,300803;0,0146734;-0,350319;0,330296
0,300903;0,0172204;-0,387716;0,367695
0,301003;0,0196329;-0,423311;0,40329
0,301103;0,0218983;-0,456931;0,436912
0,301203;0,0240047;-0,488418;0,468399
0,301303;0,0259412;-0,51762;0,497602
0,301403;0,0276974;-0,544398;0,524382
0,301503;0,029264;-0,568624;0,54861
0,301603;0,0306326;-0,590183;0,57017
0,301703;0,0317957;-0,608972;0,58896
0,301803;0,0327467;-0,6249;0,60489
0,301903;0,0334803;-0,637893;0,617884
0,302003;0,033992;-0,647887;0,62788
0,302103;0,0342786;-0,654835;0,63483
0,302203;0,0343377;-0,658704;0,638701
0,302303;0,0341682;-0,659476;0,639475
0,302403;0,0337703;-0,657146;0,637147
0,302503;0,0331448;-0,651727;0,631729
0,302603;0,0322942;-0,643243;0,623247
0,302703;0,0312216;-0,631735;0,611741
0,302803;0,0299315;-0,617259;0,597267
0,302903;0,0284294;-0,599882;0,579892
0,303003;0,0267217;-0,57969;0,559701
0,303103;0,0248159;-0,556776;0,53679
0,303203;0,0227206;-0,531252;0,511268
0,303303;0,0204451;-0,503239;0,483256
0,303403;0,0179997;-0,472871;0,45289
0,303503;0,0153956;-0,440293;0,420313
0,303603;0,0126448;-0,40566;0,385681
0,303703;0,00975977;-0,369138;0,34916
0,303803;0,00675398;-0,3309;0,310924
0,303903;0,00364133;-0,291131;0,271156
0,304003;0,000436293;-0,250019;0,230045
0,304103;-0,00284617;-0,207761;0,187788
0,304203;-0,00619071;-0,164559;0,144586
0,304303;-0,00958164;-0,120618;0,100647
0,304403;-0,013003;-0,07615;0,0561786
0,304503;-0,0164388;-0,0313656;0,0113946
0,304603;-0,0198726;0,0135208;-0,0334915
0,304703;-0,0232883;0,0582949;-0,0782655
0,304803;-0,0266698;0,102743;-0,122714
0,304903;-0,0300009;0,146653;-0,166623
0,305003;-0,0332657;0,189814;-0,209785
0,305103;-0,0364488;0,232022;-0,251993
0,305203;-0,0395349;0,273074;-0,293046
0,305303;-0,0425092;0,312774;-0,332746
0,305403;-0,0453575;0,350933;-0,370906
0,305503;-0,048066;0,387368;-0,407343
0,305603;-0,0506217;0,421907;-0,441882
0,305703;-0,0530121;0,454382;-0,474359
0,305803;-0,0552257;0,484641;-0,504618
0,305903;-0,0572516;0,512537;-0,532516
0,306003;-0,05908;0,537939;-0,557919
0,306103;-0,0607016;0,560723;-0,580705
0,306203;-0,0621085;0,580783;-0,600767
0,306303;-0,0632936;0,598022;-0,618007
0,306403;-0,0642508;0,612357;-0,632344
0,306503;-0,064975;0,623721;-0,64371
0,306603;-0,0654625;0,632059;-0,652049
0,306703;-0,0657102;0,637331;-0,657323
0,306803;-0,0657167;0,639512;-0,659506
0,306903;-0,0654811;0,638591;-0,658588
0,307003;-0,0650042;0,634574;-0,654572
0,307103;-0,0642875;0,627478;-0,647479
0,307203;-0,0633339;0,617339;-0,637341
0,307303;-0,0621471;0,604204;-0,624208
0,307403;-0,0607323;0,588137;-0,608143
0,307503;-0,0590955;0,569213;-0,589221
0,307603;-0,0572436;0,547523;-0,567533
0,307703;-0,0551849;0,523172;-0,543183
0,307803;-0,0529283;0,496274;-0,516288
0,307903;-0,0504837;0,466959;-0,486974
0,308003;-0,0478622;0,435367;-0,455384
