time;V(/VoutN)1;V(/VoutP)1;
0,797522;0,407643;-0,877769;
0,797622;0,417919;-0,877435;
0,797722;0,425509;-0,873603;
0,797822;0,430397;-0,866268;
0,797922;0,432584;-0,855444;
0,798022;0,432082;-0,841158;
0,798122;0,428918;-0,823454;
0,798222;0,423131;-0,802393;
0,798322;0,414774;-0,778051;
0,798422;0,403912;-0,750517;
0,798522;0,390623;-0,719899;
0,798622;0,374996;-0,686314;
0,798722;0,357134;-0,649898;
0,798822;0,337149;-0,610797;
0,798922;0,315163;-0,569169;
0,799022;0,29131;-0,525186;
0,799122;0,265732;-0,47903;
0,799222;0,238579;-0,430892;
0,799322;0,21001;-0,380973;
0,799422;0,18019;-0,329484;
0,799522;0,14929;-0,27664;
0,799622;0,117489;-0,222665;
0,799722;0,0849656;-0,167786;
0,799822;0,0519064;-0,112237;
0,799922;0,0184986;-0,0562533;
0,800022;-0,0150687;-7,16554e-05;
0,800122;-0,0486054;0,056069;
0,800214;-0,0794595;0,107797;
0,800271;-0,0981591;0,139212;
0,800329;-0,117258;0,17137;
0,800389;-0,136467;0,203803;
0,800489;-0,168277;0,257766;
0,800589;-0,199188;0,310597;
0,800689;-0,22902;0,362069;
0,800789;-0,257605;0,41197;
0,800889;-0,284774;0,460086;
0,800989;-0,310371;0,50622;
0,801089;-0,334244;0,550177;
0,801189;-0,356251;0,591777;
0,801289;-0,37626;0,630849;
0,801389;-0,394147;0,667234;
0,801489;-0,409799;0,700785;
0,801589;-0,423116;0,731368;
0,801689;-0,434007;0,758865;
0,801789;-0,442394;0,78317;
0,801889;-0,448212;0,804192;
0,801989;-0,451409;0,821855;
0,802089;-0,451943;0,8361;
0,802189;-0,44979;0,846883;
0,802289;-0,444936;0,854175;
0,802389;-0,437382;0,857964;
0,802489;-0,427141;0,858254;
0,802589;-0,414241;0,855065;
0,802689;-0,398723;0,848434;
0,802789;-0,380641;0,838412;
0,802889;-0,360062;0,825066;
0,802989;-0,337065;0,808479;
0,803089;-0,311742;0,788747;
0,803189;-0,284197;0,765983;
0,803289;-0,254545;0,740311;
0,803389;-0,222912;0,71187;
0,803489;-0,189434;0,68081;
0,803589;-0,154258;0,647293;
0,803689;-0,117537;0,611493;
0,803789;-0,079435;0,573594;
0,803889;-0,0401222;0,533787;
0,803989;0,000224162;0,492273;
0,804089;0,0414213;0,44926;
0,804189;0,0832813;0,404963;
0,804289;0,125612;0,359601;
0,804389;0,168219;0,313397;
0,804489;0,210904;0,266578;
0,804589;0,25347;0,219374;
0,804689;0,295716;0,172014;
0,804789;0,337445;0,124726;
0,804889;0,378459;0,0777408;
0,804989;0,418566;0,0312826;
0,805089;0,457573;-0,0144257;
0,805189;0,495293;-0,0591663;
0,805289;0,531547;-0,102727;
0,805389;0,566157;-0,144901;
0,805489;0,598957;-0,185492;
0,805589;0,629784;-0,224308;
0,805689;0,658488;-0,261171;
0,805789;0,684924;-0,295909;
0,805889;0,70896;-0,328364;
0,805989;0,730474;-0,358388;
0,806089;0,749353;-0,385848;
0,806189;0,765499;-0,41062;
0,806289;0,778823;-0,432597;
0,806389;0,789252;-0,451686;
0,806489;0,796722;-0,467808;
0,806589;0,801186;-0,480899;
0,806689;0,802607;-0,490909;
0,806789;0,800966;-0,497806;
0,806889;0,796253;-0,501572;
0,806989;0,788476;-0,502206;
0,807089;0,777654;-0,499722;
0,807189;0,763822;-0,494148;
0,807289;0,747027;-0,485531;
0,807389;0,727329;-0,473931;
0,807489;0,704803;-0,459423;
0,807589;0,679537;-0,442096;
0,807689;0,651628;-0,422056;
0,807789;0,621189;-0,399419;
0,807889;0,588343;-0,374316;
0,807989;0,553223;-0,346891;
0,808089;0,515973;-0,317297;
0,808189;0,476746;-0,285701;
0,808289;0,435706;-0,252278;
0,808389;0,393022;-0,217213;
0,808489;0,348873;-0,180699;
0,808589;0,303444;-0,142938;
0,808689;0,256925;-0,104135;
0,808789;0,20951;-0,0645029;
0,808889;0,161399;-0,0242591;
0,808989;0,112793;0,0163769;
0,809089;0,0638975;0,057183;
0,809189;0,0149164;0,0979358;
0,809289;-0,0339448;0,138412;
0,809389;-0,0824817;0,17839;
0,809489;-0,130492;0,217649;
0,809589;-0,177774;0,255972;
0,809689;-0,224134;0,293148;
0,809789;-0,269379;0,328969;
0,809889;-0,313322;0,363234;
0,809989;-0,355783;0,39575;
0,810089;-0,39659;0,426333;
0,810189;-0,435577;0,454805;
0,810289;-0,472588;0,481002;
0,810389;-0,507475;0,50477;
0,810489;-0,540103;0,525963;
0,810589;-0,570344;0,544453;
0,810664;-0,591497;0,556535;
0,810739;-0,611067;0,566908;
0,810808;-0,627785;0,574991;
0,810887;-0,645264;0,58244;
0,810955;-0,658959;0,587327;
0,811026;-0,671877;0,590889;
0,811126;-0,687637;0,593198;
0,811226;-0,700488;0,592299;
0,811326;-0,710398;0,588169;
0,811426;-0,717347;0,580799;
0,811526;-0,721328;0,570198;
0,811626;-0,72235;0,55639;
0,811726;-0,720432;0,539415;
0,811826;-0,715611;0,519328;
0,811926;-0,707934;0,4962;
0,812026;-0,697463;0,470116;
0,812126;-0,684272;0,441177;
0,812226;-0,668447;0,409497;
0,812326;-0,650088;0,375205;
0,812426;-0,629305;0,338441;
0,812526;-0,606218;0,29936;
0,812626;-0,580959;0,258127;
0,812726;-0,553669;0,214918;
0,812826;-0,524498;0,16992;
0,812926;-0,493605;0,123329;
0,813026;-0,461155;0,0753477;
0,813126;-0,427322;0,0261887;
0,813226;-0,392284;-0,0239306;
0,813326;-0,356223;-0,0747869;
0,813426;-0,319329;-0,126153;
0,813526;-0,281791;-0,177797;
0,813626;-0,243802;-0,229488;
0,813726;-0,205556;-0,28099;
0,813826;-0,167249;-0,332071;
0,813926;-0,129075;-0,382497;
0,814026;-0,0912248;-0,432038;
0,814126;-0,0538902;-0,480466;
0,814226;-0,0172573;-0,52756;
0,814326;0,0184911;-0,573101;
0,814426;0,0531777;-0,616879;
0,814526;0,086631;-0,658691;
0,814626;0,118687;-0,698341;
0,814726;0,149187;-0,735646;
0,814826;0,177984;-0,770429;
0,814926;0,204938;-0,802526;
0,815026;0,229919;-0,831786;
0,815126;0,252807;-0,858069;
0,815226;0,273494;-0,881248;
0,815326;0,291883;-0,901212;
0,815426;0,307888;-0,917863;
0,815526;0,321437;-0,931117;
0,815626;0,332469;-0,940906;
0,815726;0,340937;-0,94718;
0,815826;0,346807;-0,949901;
0,815926;0,350058;-0,949049;
0,816026;0,350682;-0,94462;
0,816126;0,348686;-0,936628;
0,816226;0,344088;-0,925098;
0,816326;0,336922;-0,910077;
0,816426;0,327234;-0,891624;
0,816526;0,315081;-0,869815;
0,816626;0,300536;-0,844741;
0,816726;0,283682;-0,816507;
0,816826;0,264614;-0,785234;
0,816926;0,24344;-0,751054;
0,817026;0,220276;-0,714114;
0,817126;0,195251;-0,674574;
0,817226;0,168503;-0,632605;
0,817326;0,140177;-0,588387;
0,817426;0,110429;-0,542113;
0,817526;0,0794203;-0,493983;
0,817626;0,0473206;-0,444207;
0,817726;0,0143044;-0,393;
0,817826;-0,0194485;-0,340584;
0,817926;-0,053754;-0,287188;
0,818026;-0,0884252;-0,233043;
0,818126;-0,123272;-0,178384;
0,818226;-0,158105;-0,123446;
0,818326;-0,192731;-0,0684679;
0,818426;-0,22696;-0,0136861;
0,818526;-0,260603;0,0406637;
0,818626;-0,293473;0,0943483;
0,818726;-0,325385;0,147138;
0,818826;-0,35616;0,198809;
0,818926;-0,385625;0,24914;
0,819026;-0,413609;0,297921;
0,819126;-0,439952;0,344946;
0,819226;-0,464498;0,390019;
0,819326;-0,487103;0,432954;
0,819426;-0,507629;0,473574;
0,819526;-0,525948;0,511715;
0,819626;-0,541945;0,547224;
0,819726;-0,555513;0,579962;
0,819797;-0,56366;0,601564;
0,819872;-0,570798;0,622615;
0,819945;-0,576337;0,641513;
0,820045;-0,581569;0,664611;
0,820145;-0,584061;0,684502;
0,820245;-0,583767;0,70112;
0,820345;-0,580661;0,714415;
0,820445;-0,574728;0,724353;
0,820545;-0,565966;0,730916;
0,820645;-0,554388;0,734103;
0,820745;-0,540021;0,733928;
0,820845;-0,522903;0,730419;
0,820945;-0,503087;0,723624;
0,821045;-0,48064;0,713602;
0,821145;-0,455641;0,700431;
0,821245;-0,42818;0,6842;
0,821345;-0,398361;0,665016;
0,821445;-0,3663;0,642997;
0,821545;-0,332123;0,618275;
0,821645;-0,295965;0,590994;
0,821745;-0,257974;0,561312;
0,821845;-0,218305;0,529395;
0,821945;-0,177124;0,495421;
0,822045;-0,134601;0,459578;
0,822145;-0,0909155;0,422059;
0,822245;-0,0462529;0,383068;
0,822345;-0,000803451;0,342814;
0,822445;0,0452383;0,301511;
0,822545;0,0916742;0,259379;
0,822645;0,138304;0,216639;
0,822745;0,184924;0,173517;
0,822845;0,231333;0,130238;
0,822945;0,277328;0,0870266;
0,823045;0,322707;0,0441085;
0,823145;0,367271;0,00170605;
0,823245;0,410824;-0,0399617;
0,823345;0,453175;-0,0806798;
0,823445;0,494135;-0,120239;
0,823545;0,533525;-0,158435;
0,823645;0,571169;-0,195073;
0,823745;0,6069;-0,229964;
0,823845;0,64056;-0,262931;
0,823945;0,671999;-0,293805;
0,824045;0,701077;-0,322428;
0,824145;0,727664;-0,348655;
0,824245;0,751642;-0,372352;
0,824345;0,772903;-0,393398;
0,824445;0,791353;-0,411686;
0,824545;0,806909;-0,427124;
0,824645;0,819502;-0,439632;
0,824745;0,829075;-0,449148;
0,824845;0,835585;-0,455624;
0,824945;0,839004;-0,459025;
0,825045;0,839315;-0,459336;
0,825145;0,836518;-0,456554;
0,825245;0,830624;-0,450693;
0,825345;0,821661;-0,441785;
0,825445;0,809669;-0,429873;
0,825545;0,7947;-0,415018;
0,825645;0,776821;-0,397297;
0,825745;0,756113;-0,376798;
0,825845;0,732669;-0,353627;
0,825945;0,706592;-0,327901;
0,826045;0,677998;-0,299751;
0,826145;0,647016;-0,269322;
0,826245;0,613783;-0,236768;
0,826345;0,578448;-0,202256;
0,826445;0,541165;-0,165961;
0,826545;0,502103;-0,128071;
0,826645;0,461432;-0,0887801;
0,826745;0,419334;-0,0482892;
0,826845;0,375994;-0,00680718;
0,826945;0,331604;0,0354519;
0,827045;0,286357;0,0782696;
0,827145;0,240454;0,121424;
0,827245;0,194095;0,164691;
0,827345;0,147483;0,207845;
0,827445;0,10082;0,25066;
0,827545;0,0543091;0,292912;
0,827645;0,00815117;0,334377;
0,827745;-0,0374549;0,374837;
0,827845;-0,0823137;0,414075;
0,827945;-0,126234;0,451881;
0,828045;-0,169029;0,488052;
0,828145;-0,210519;0,52239;
0,828245;-0,250531;0,554708;
0,828345;-0,288898;0,584825;
0,828445;-0,325462;0,612572;
0,828545;-0,360076;0,637791;
0,828645;-0,3926;0,660335;
0,828745;-0,422906;0,68007;
0,828845;-0,450876;0,696873;
0,828945;-0,476406;0,710636;
0,829045;-0,4994;0,721268;
0,829145;-0,519777;0,728687;
0,829245;-0,537468;0,73283;
0,829345;-0,552418;0,733649;
0,829445;-0,564585;0,731111;
0,829545;-0,573939;0,725198;
0,829645;-0,580466;0,715909;
0,829745;-0,584163;0,70326;
0,829845;-0,585042;0,687281;
0,829945;-0,58313;0,668019;
0,830045;-0,578464;0,645535;
0,830145;-0,571097;0,619908;
0,830245;-0,561094;0,59123;
0,830345;-0,548533;0,559609;
0,830445;-0,533502;0,525165;
0,830545;-0,516103;0,488034;
0,830631;-0,49929;0,453982;
0,830711;-0,48223;0,42073;
0,830759;-0,471527;0,400391;
0,830808;-0,460056;0,378962;
0,830858;-0,447747;0,356335;
0,830958;-0,421883;0,309813;
0,831058;-0,39433;0,261481;
0,831158;-0,365252;0,211545;
0,831258;-0,334814;0,160214;
0,831358;-0,30319;0,107706;
0,831458;-0,270558;0,0542439;
0,831558;-0,2371;5,70573e-05;
0,831658;-0,203002;-0,0546235;
0,831758;-0,168454;-0,109562;
0,831858;-0,133646;-0,164521;
0,831958;-0,0987696;-0,219265;
0,832058;-0,0640154;-0,273555;
0,832158;-0,0295737;-0,327157;
0,832258;0,00436784;-0,379839;
0,832358;0,037624;-0,431372;
0,832458;0,0700138;-0,481531;
0,832558;0,101361;-0,530099;
0,832658;0,131495;-0,576866;
0,832758;0,160251;-0,621627;
0,832858;0,187473;-0,66419;
0,832958;0,213012;-0,704369;
0,833058;0,236727;-0,741991;
0,833158;0,258488;-0,776894;
0,833258;0,278174;-0,808928;
0,833358;0,295675;-0,837955;
0,833458;0,310894;-0,863853;
0,833558;0,323742;-0,886511;
0,833658;0,334145;-0,905836;
0,833758;0,342041;-0,921747;
0,833858;0,34738;-0,93418;
0,833958;0,350126;-0,943086;
0,834058;0,350256;-0,948434;
0,834158;0,34776;-0,950207;
0,834258;0,342642;-0,948404;
0,834358;0,334918;-0,943041;
0,834458;0,32462;-0,934151;
0,834558;0,311791;-0,921782;
0,834658;0,296487;-0,905996;
0,834758;0,278778;-0,886874;
0,834858;0,258746;-0,864509;
0,834958;0,236485;-0,839009;
0,835058;0,2121;-0,810498;
0,835158;0,185708;-0,779112;
0,835258;0,157435;-0,744998;
0,835358;0,127419;-0,708319;
0,835458;0,0958061;-0,669247;
0,835558;0,0627504;-0,627964;
0,835658;0,0284149;-0,584662;
0,835758;-0,00703092;-0,539544;
0,835858;-0,0434112;-0,492817;
0,835958;-0,0805448;-0,444698;
0,836058;-0,118246;-0,395407;
0,836158;-0,156326;-0,345171;
0,836258;-0,194592;-0,29422;
0,836358;-0,23285;-0,242786;
0,836458;-0,270907;-0,191102;
0,836558;-0,308567;-0,139404;
0,836658;-0,345637;-0,0879227;
0,836758;-0,381927;-0,0368912;
0,836858;-0,417246;0,0134624;
0,836958;-0,451412;0,0629137;
0,837058;-0,484243;0,111243;
0,837158;-0,515565;0,158238;
0,837258;-0,545212;0,203692;
0,837358;-0,573021;0,247406;
0,837458;-0,598841;0,289193;
0,837558;-0,622527;0,328872;
0,837658;-0,643946;0,366276;
0,837758;-0,662974;0,401248;
0,837858;-0,679497;0,433642;
0,837958;-0,693414;0,463328;
0,838058;-0,704634;0,490187;
0,838158;-0,71308;0,514114;
0,838258;-0,718688;0,535021;
0,838358;-0,721404;0,552832;
0,838458;-0,72119;0,567489;
0,838558;-0,718021;0,578947;
0,838658;-0,711887;0,587178;
0,838758;-0,702789;0,59217;
0,838858;-0,690742;0,593926;
0,838958;-0,675779;0,592466;
0,839058;-0,65794;0,587824;
0,839158;-0,637284;0,580052;
0,839258;-0,613881;0,569214;
0,839358;-0,587813;0,555391;
0,839458;-0,559176;0,538679;
0,839546;-0,531986;0,5217;
0,839585;-0,519063;0,513323;
0,839622;-0,506968;0,505328;
0,839675;-0,488493;0,492855;
0,839727;-0,470342;0,480326;
0,839778;-0,451394;0,466991;
0,839834;-0,430327;0,451893;
0,839934;-0,39112;0,423136;
0,840034;-0,350111;0,392289;
0,840134;-0,30747;0,359533;
0,840234;-0,263367;0,325051;
0,840334;-0,217986;0,289039;
0,840434;-0,171511;0,251698;
0,840534;-0,124138;0,213236;
0,840634;-0,0760607;0,173867;
0,840734;-0,0274812;0,133807;
0,840834;0,0213984;0,0932758;
0,840934;0,070373;0,0524974;
0,841034;0,119238;0,0116943;
0,841134;0,167788;-0,0289101;
0,841234;0,215819;-0,0690942;
0,841334;0,26313;-0,108638;
0,841434;0,309522;-0,147326;
0,841534;0,3548;-0,184945;
0,841634;0,398776;-0,221291;
0,841734;0,441264;-0,256162;
0,841834;0,482089;-0,289367;
0,841934;0,521079;-0,320723;
0,842034;0,558075;-0,350054;
0,842134;0,592922;-0,377197;
0,842234;0,625479;-0,401998;
0,842334;0,655613;-0,424316;
0,842434;0,683202;-0,444022;
0,842534;0,708136;-0,461;
0,842634;0,730319;-0,475147;
0,842734;0,749663;-0,486377;
0,842834;0,766097;-0,494615;
0,842934;0,779561;-0,499802;
0,843034;0,79001;-0,501897;
0,843134;0,79741;-0,500871;
0,843234;0,801744;-0,496712;
0,843334;0,803007;-0,489424;
0,843434;0,801208;-0,479026;
0,843534;0,796369;-0,465555;
0,843634;0,788529;-0,44906;
0,843734;0,777737;-0,429607;
0,843834;0,764057;-0,407278;
0,843934;0,747564;-0,382167;
0,844034;0,728349;-0,354385;
0,844134;0,706511;-0,324055;
0,844234;0,682165;-0,291313;
0,844334;0,655433;-0,256309;
0,844434;0,626449;-0,219201;
0,844534;0,595359;-0,180163;
0,844634;0,562316;-0,139376;
0,844734;0,52748;-0,0970297;
0,844834;0,491021;-0,0533244;
0,844934;0,453115;-0,00846661;
0,845034;0,413945;0,0373307;
0,845134;0,373698;0,0838489;
0,845234;0,332565;0,130865;
0,845334;0,29074;0,178153;
0,845434;0,248421;0,225485;
0,845534;0,205806;0,27263;
0,845634;0,163095;0,319359;
0,845734;0,120485;0,365444;
0,845834;0,0781741;0,410658;
0,845934;0,0363569;0,454778;
0,846034;-0,0047752;0,497585;
0,846134;-0,0450347;0,538866;
0,846234;-0,0842394;0,578414;
0,846334;-0,122213;0,616029;
0,846434;-0,158785;0,65152;
0,846534;-0,193795;0,684704;
0,846634;-0,227088;0,715411;
0,846734;-0,258519;0,743478;
0,846834;-0,287954;0,768758;
0,846934;-0,315267;0,791113;
0,847034;-0,340345;0,81042;
0,847134;-0,363086;0,82657;
0,847234;-0,383398;0,839468;
0,847334;-0,401205;0,849033;
0,847434;-0,416439;0,855199;
0,847534;-0,42905;0,857917;
0,847634;-0,438997;0,857154;
0,847734;-0,446255;0,852891;
0,847834;-0,450811;0,845126;
0,847934;-0,452666;0,833874;
0,848034;-0,451835;0,819165;
0,848134;-0,448346;0,801045;
0,848234;-0,44224;0,779576;
0,848334;-0,433571;0,754836;
0,848434;-0,422406;0,726917;
0,848534;-0,408824;0,695927;
0,848634;-0,392917;0,661987;
0,848734;-0,374788;0,625233;
0,848834;-0,35455;0,585812;
0,848934;-0,332327;0,543885;
0,849034;-0,308254;0,499625;
0,849134;-0,282474;0,453214;
0,849234;-0,255138;0,404846;
0,849334;-0,226406;0,354723;
0,849434;-0,196444;0,303055;
0,849534;-0,165424;0,25006;
0,849634;-0,133523;0,195961;
0,849734;-0,100924;0,140988;
0,849834;-0,0678122;0,0853727;
0,849934;-0,0343745;0,0293514;
0,850034;-0,000800745;-0,026838;
0,850134;0,0327191;-0,0829571;
0,850234;0,0659951;-0,138768;
0,850334;0,0988388;-0,194033;
0,850434;0,131064;-0,248518;
0,850534;0,162486;-0,301994;
0,850634;0,192927;-0,354233;
0,850734;0,222212;-0,405015;
0,850797;0,240006;-0,436189;
0,850855;0,255712;-0,463949;
0,850925;0,274396;-0,497321;
0,851025;0,299374;-0,542674;
0,851125;0,322576;-0,585784;
0,851225;0,343862;-0,626472;
0,851325;0,363103;-0,664572;
0,851425;0,380179;-0,699929;
0,851525;0,394983;-0,732402;
0,851625;0,407415;-0,761862;
0,851725;0,417393;-0,788194;
0,851825;0,42484;-0,811299;
0,851925;0,429698;-0,831092;
0,852025;0,431918;-0,847502;
0,852125;0,431465;-0,860476;
0,852225;0,428318;-0,869975;
0,852325;0,422468;-0,875977;
0,852425;0,413922;-0,878476;
0,852525;0,402698;-0,877482;
0,852625;0,388828;-0,87302;
0,852725;0,372358;-0,865132;
0,852825;0,353348;-0,853877;
0,852925;0,331868;-0,839327;
0,853025;0,308003;-0,821569;
0,853125;0,281849;-0,800707;
0,853225;0,253514;-0,776856;
0,853325;0,223117;-0,750147;
0,853425;0,190788;-0,720723;
0,853525;0,156667;-0,688739;
0,853625;0,120903;-0,65436;
0,853725;0,083654;-0,617765;
0,853825;0,0450857;-0,57914;
0,853925;0,00537129;-0,538681;
0,854025;-0,03531;-0,49659;
0,854125;-0,0767734;-0,453079;
0,854225;-0,118829;-0,408364;
0,854325;-0,161285;-0,362665;
0,854425;-0,203944;-0,316208;
0,854525;-0,246608;-0,269221;
0,854625;-0,289079;-0,221933;
0,854725;-0,331157;-0,174572;
0,854825;-0,372646;-0,12737;
0,854925;-0,413349;-0,0805525;
0,855025;-0,453072;-0,0343449;
0,855125;-0,491626;0,011032;
0,855225;-0,528827;0,0553622;
0,855325;-0,564496;0,0984357;
0,855425;-0,598458;0,140049;
0,855525;-0,63055;0,180008;
0,855625;-0,660612;0,218125;
0,855725;-0,688496;0,254224;
0,855825;-0,714063;0,288139;
0,855925;-0,737184;0,319716;
0,856025;-0,757739;0,34881;
0,856125;-0,775623;0,375293;
0,856225;-0,790739;0,399047;
0,856325;-0,803005;0,419971;
0,856425;-0,81235;0,437975;
0,856525;-0,818717;0,452987;
0,856625;-0,822064;0,464948;
0,856725;-0,822359;0,473814;
0,856825;-0,819586;0,479559;
0,856925;-0,813743;0,482171;
0,857025;-0,804841;0,481654;
0,857125;-0,792906;0,478027;
0,857225;-0,777976;0,471326;
0,857325;-0,760103;0,461603;
0,857425;-0,739355;0,448921;
0,857525;-0,715809;0,433364;
0,857625;-0,689557;0,415025;
0,857725;-0,660703;0,394013;
0,857825;-0,629362;0,370452;
0,857925;-0,595662;0,344477;
0,858025;-0,55974;0,316234;
0,858125;-0,521743;0,285883;
0,858225;-0,481829;0,253593;
0,858325;-0,440163;0,219543;
0,858425;-0,396919;0,183921;
0,858525;-0,352276;0,146924;
0,858625;-0,306423;0,108755;
0,858725;-0,259551;0,0696213;
0,858825;-0,211856;0,0297387;
0,858925;-0,163539;-0,0106753;
0,859025;-0,114803;-0,0513999;
0,859125;-0,0658521;-0,0922123;
0,859225;-0,0168913;-0,132889;
0,859325;0,0318741;-0,173208;
0,859425;0,0802403;-0,212946;
0,859525;0,128005;-0,251885;
0,859625;0,174971;-0,289811;
0,859725;0,220942;-0,326511;
0,859825;0,265728;-0,361782;
0,859925;0,309146;-0,395425;
0,860025;0,351018;-0,42725;
0,860125;0,391173;-0,457075;
0,860225;0,42945;-0,484728;
0,860325;0,465695;-0,510047;
0,860425;0,499765;-0,532882;
0,860525;0,531528;-0,553095;
0,860625;0,56086;-0,570558;
0,860725;0,587651;-0,58516;
0,860825;0,611802;-0,596802;
0,860925;0,633227;-0,605399;
0,861025;0,651851;-0,610882;
0,861062;0,657895;-0,612089;
0,861109;0,665196;-0,613033;
0,861156;0,671868;-0,613265;
0,861251;0,683249;-0,611567;
0,861351;0,692419;-0,606626;
0,861451;0,698624;-0,598445;
0,861551;0,701863;-0,587038;
0,861651;0,702145;-0,572432;
0,861751;0,699496;-0,554672;
0,861851;0,693954;-0,533815;
0,861951;0,685571;-0,509938;
0,862051;0,674411;-0,483129;
0,862151;0,660552;-0,453492;
0,862251;0,644083;-0,421145;
0,862351;0,625106;-0,38622;
0,862451;0,603734;-0,348861;
0,862551;0,58009;-0,309225;
0,862651;0,554308;-0,26748;
0,862751;0,526533;-0,223805;
0,862851;0,496915;-0,178389;
0,862951;0,465616;-0,13143;
0,863051;0,432804;-0,0831341;
0,863151;0,398652;-0,0337138;
0,863251;0,36334;0,0166113;
0,863351;0,327053;0,0676167;
0,863451;0,289979;0,119074;
0,863551;0,25231;0,170752;
0,863651;0,214238;0,222418;
0,863751;0,175959;0,273836;
0,863851;0,137667;0,324775;
0,863951;0,0995559;0,375;
0,864051;0,0618174;0,424284;
0,864151;0,0246411;0,472398;
0,864251;-0,0117871;0,519123;
0,864351;-0,0472859;0,564242;
0,864451;-0,0816794;0,607546;
0,864551;-0,114798;0,648835;
0,864651;-0,146478;0,687915;
0,864751;-0,176566;0,724604;
0,864851;-0,204914;0,758729;
0,864951;-0,231385;0,790129;
0,865051;-0,255852;0,818656;
0,865151;-0,278199;0,844173;
0,865251;-0,298319;0,866557;
0,865351;-0,316118;0,885699;
0,865451;-0,331514;0,901506;
0,865551;-0,344438;0,913898;
0,865651;-0,354832;0,922811;
0,865751;-0,362652;0,928197;
0,865851;-0,367867;0,930024;
0,865951;-0,37046;0,928276;
0,866051;-0,370426;0,922953;
0,866151;-0,367776;0,914071;
0,866251;-0,362532;0,901662;
0,866351;-0,354729;0,885775;
0,866451;-0,344417;0,866474;
0,866551;-0,331658;0,843838;
0,866651;-0,316526;0,817961;
0,866751;-0,299108;0,788954;
0,866851;-0,279502;0,756939;
0,866951;-0,257818;0,722054;
0,867051;-0,234176;0,684448;
0,867151;-0,208706;0,644283;
0,867251;-0,181548;0,601732;
0,867351;-0,152851;0,556981;
0,867451;-0,122772;0,510223;
0,867551;-0,0914737;0,461661;
0,867651;-0,0591278;0,411505;
0,867751;-0,02591;0,359975;
0,867851;0,00799876;0,307292;
0,867951;0,0424136;0,253687;
0,868051;0,0771466;0,19939;
0,868151;0,112008;0,144639;
0,868251;0,146807;0,089669;
0,868351;0,181351;0,0347178;
0,868451;0,215451;-0,0199778;
0,868551;0,248918;-0,0741827;
0,868651;0,281565;-0,127665;
0,868751;0,313209;-0,180195;
0,868851;0,343672;-0,23155;
0,868951;0,372782;-0,281513;
0,869051;0,40037;-0,329873;
0,869151;0,426276;-0,376427;
0,869251;0,45035;-0,420981;
0,869351;0,472446;-0,463352;
0,869451;0,492431;-0,503367;
0,869551;0,510179;-0,540862;
0,869636;0,52346;-0,57073;
0,869715;0,534197;-0,596635;
0,869769;0,540618;-0,613261;
0,869823;0,546328;-0,629131;
0,869878;0,551334;-0,644314;
0,869978;0,558371;-0,669514;
0,870078;0,562702;-0,691559;
0,870178;0,564274;-0,710371;
0,870278;0,563052;-0,725893;
0,870378;0,55901;-0,738079;
0,870478;0,552139;-0,7469;
0,870578;0,542443;-0,752345;
0,870678;0,529937;-0,754416;
0,870778;0,514653;-0,753132;
0,870878;0,496635;-0,748529;
0,870978;0,47594;-0,740657;
0,871078;0,452638;-0,729583;
0,871178;0,426813;-0,715387;
0,871278;0,398559;-0,698166;
0,871378;0,367984;-0,678029;
0,871478;0,335207;-0,655099;
0,871578;0,300358;-0,629512;
0,871678;0,263576;-0,601419;
0,871778;0,225012;-0,570977;
0,871878;0,184824;-0,538359;
0,871978;0,143178;-0,503744;
0,872078;0,10025;-0,467323;
0,872178;0,0562202;-0,429294;
0,872278;0,0112757;-0,389861;
0,872378;-0,0343917;-0,349236;
0,872478;-0,0805861;-0,307634;
0,872578;-0,127108;-0,265276;
0,872678;-0,173757;-0,222385;
0,872778;-0,22033;-0,179185;
0,872878;-0,266624;-0,135904;
0,872978;-0,312437;-0,0927648;
0,873078;-0,357568;-0,0499931;
0,873178;-0,401819;-0,00780984;
0,873278;-0,444995;0,0335669;
0,873378;-0,486906;0,0739239;
0,873478;-0,527366;0,113053;
0,873578;-0,566196;0,150755;
0,873678;-0,603224;0,186834;
0,873778;-0,638287;0,221108;
0,873878;-0,671227;0,253399;
0,873978;-0,701899;0,283545;
0,874078;-0,730165;0,31139;
0,874178;-0,755901;0,336792;
0,874278;-0,77899;0,359624;
0,874378;-0,79933;0,379767;
0,874478;-0,81683;0,397121;
0,874578;-0,831411;0,411596;
0,874678;-0,843009;0,42312;
0,874778;-0,851571;0,431633;
0,874878;-0,85706;0,437093;
0,874978;-0,85945;0,439472;
0,875078;-0,858731;0,438757;
0,875178;-0,854906;0,434953;
0,875278;-0,847993;0,428079;
0,875378;-0,838021;0,41817;
0,875478;-0,825035;0,405276;
0,875578;-0,809095;0,389462;
0,875678;-0,79027;0,37081;
0,875778;-0,768644;0,349414;
0,875878;-0,744315;0,325382;
0,875978;-0,717391;0,298839;
0,876078;-0,687992;0,269917;
0,876178;-0,656249;0,238766;
0,876278;-0,622302;0,205545;
0,876378;-0,586304;0,170422;
0,876478;-0,548413;0,133578;
0,876578;-0,508798;0,095202;
0,876678;-0,467635;0,0554905;
0,876778;-0,425104;0,0146479;
0,876878;-0,381395;-0,0271154;
0,876978;-0,336699;-0,069584;
0,877078;-0,291213;-0,112538;
0,877178;-0,245137;-0,155755;
0,877278;-0,198671;-0,199009;
