time;V(/Bias_Out)1;V(/VoutN)1;V(/VoutP)1;
0,103863;2,50619;2,49553;2,49692;
0,103873;2,50619;2,49553;2,49692;
0,103883;2,50619;2,49553;2,49692;
0,103893;2,50619;2,49553;2,49692;
0,103903;2,50619;2,49553;2,49692;
0,103913;2,50619;2,49553;2,49692;
0,103923;2,50619;2,49553;2,49692;
0,103933;2,50619;2,49553;2,49692;
0,103943;2,50619;2,49553;2,49692;
0,103953;2,50619;2,49553;2,49692;
0,103963;2,50619;2,49553;2,49692;
0,103973;2,50619;2,49553;2,49692;
0,103983;2,50619;2,49553;2,49692;
0,103993;2,50619;2,49553;2,49692;
0,104003;2,50619;2,49553;2,49692;
0,104013;2,50619;2,49553;2,49692;
0,104023;2,50619;2,49553;2,49692;
0,104033;2,50619;2,49553;2,49692;
0,104043;2,50619;2,49553;2,49692;
0,104053;2,50619;2,49553;2,49692;
0,104063;2,50619;2,49553;2,49692;
0,104073;2,50619;2,49554;2,49692;
0,104083;2,50619;2,49554;2,49692;
0,104093;2,50619;2,49554;2,49692;
0,104103;2,50619;2,49554;2,49692;
0,104113;2,50619;2,49554;2,49692;
0,104123;2,50619;2,49554;2,49691;
0,104133;2,50619;2,49554;2,49691;
0,104143;2,50619;2,49554;2,49691;
0,104153;2,50619;2,49554;2,49691;
0,104163;2,50619;2,49554;2,49691;
0,104173;2,50619;2,49554;2,49691;
0,104183;2,50619;2,49554;2,49691;
0,104193;2,50619;2,49554;2,49691;
0,104203;2,50619;2,49554;2,49691;
0,104213;2,50619;2,49554;2,49691;
0,104223;2,50619;2,49554;2,49691;
0,104233;2,50619;2,49554;2,49691;
0,104243;2,50619;2,49554;2,49691;
0,104253;2,50619;2,49554;2,49691;
0,104263;2,50619;2,49554;2,49691;
0,104273;2,50619;2,49554;2,49691;
0,104283;2,50619;2,49554;2,49691;
0,104293;2,50619;2,49554;2,49691;
0,104303;2,50619;2,49554;2,49691;
0,104313;2,50619;2,49554;2,49691;
0,104323;2,50619;2,49554;2,49691;
0,104333;2,50619;2,49554;2,49691;
0,104343;2,50619;2,49554;2,49691;
0,104353;2,50619;2,49554;2,49691;
0,104363;2,50619;2,49554;2,49691;
0,104373;2,50619;2,49554;2,49691;
0,104383;2,50619;2,49554;2,49691;
0,104393;2,50619;2,49554;2,49691;
0,104403;2,50619;2,49554;2,4969;
0,104413;2,50619;2,49554;2,4969;
0,104423;2,50619;2,49554;2,4969;
0,104433;2,50619;2,49554;2,4969;
0,104443;2,50619;2,49554;2,4969;
0,104453;2,50619;2,49554;2,4969;
0,104463;2,50619;2,49554;2,4969;
0,104473;2,50619;2,49554;2,4969;
0,104483;2,50619;2,49554;2,4969;
0,104493;2,50619;2,49554;2,4969;
0,104503;2,50619;2,49555;2,4969;
0,104513;2,50619;2,49555;2,4969;
0,104523;2,50619;2,49555;2,4969;
0,104533;2,50619;2,49555;2,4969;
0,104543;2,50619;2,49555;2,4969;
0,104553;2,50619;2,49555;2,4969;
0,104563;2,50619;2,49555;2,4969;
0,104573;2,50619;2,49555;2,4969;
0,104583;2,50619;2,49555;2,4969;
0,104593;2,50619;2,49555;2,4969;
0,104603;2,50619;2,49555;2,4969;
0,104613;2,50619;2,49555;2,4969;
0,104623;2,50619;2,49555;2,49689;
0,104633;2,50619;2,49555;2,49689;
0,104643;2,50619;2,49555;2,49689;
0,104653;2,50619;2,49555;2,49689;
0,104663;2,50619;2,49555;2,49689;
0,104673;2,50619;2,49555;2,49689;
0,104683;2,50619;2,49555;2,49689;
0,104693;2,50619;2,49555;2,49689;
0,104703;2,50619;2,49555;2,49689;
0,104713;2,50619;2,49555;2,49689;
0,104723;2,50619;2,49555;2,49689;
0,104733;2,50619;2,49555;2,49689;
0,104743;2,50619;2,49555;2,49689;
0,104753;2,50619;2,49555;2,49689;
0,104763;2,50619;2,49555;2,49689;
0,104773;2,50619;2,49555;2,49689;
0,104783;2,50619;2,49555;2,49689;
0,104793;2,50619;2,49555;2,49689;
0,104803;2,50619;2,49555;2,49689;
0,104813;2,50619;2,49555;2,49689;
0,104823;2,50619;2,49556;2,49688;
0,104833;2,50619;2,49556;2,49688;
0,104843;2,50619;2,49556;2,49688;
0,104853;2,50619;2,49556;2,49688;
0,104863;2,50619;2,49556;2,49688;
